"date","price","dividend","ratio","iratio"
2002-02-28,1106.73,1.42,0.704225352112676,159.859154929577
2002-03-29,1147.39,1.37,0.72992700729927,165.693430656934
2002-04-30,1076.92,1.47,0.680272108843537,154.421768707483
2002-05-31,1067.14,1.49,0.671140939597315,152.348993288591
2002-06-28,989.81,1.6,0.625,141.875
2002-07-31,911.62,1.74,0.574712643678161,130.459770114943
2002-08-30,916.07,1.74,0.574712643678161,130.459770114943
2002-09-30,815.28,1.95,0.512820512820513,116.410256410256
2002-10-31,885.76,1.79,0.558659217877095,126.815642458101
2002-11-29,936.31,1.69,0.591715976331361,134.319526627219
2002-12-31,879.82,1.83,0.546448087431694,124.043715846995
2003-01-31,855.7,1.9,0.526315789473684,119.473684210526
2003-02-28,841.15,1.93,0.518134715025907,117.616580310881
2003-03-31,848.18,1.91,0.523560209424084,118.848167539267
2003-04-30,916.92,1.79,0.558659217877095,126.815642458101
2003-05-30,963.59,1.72,0.581395348837209,131.976744186047
2003-06-30,974.5,1.72,0.581395348837209,131.976744186047
2003-07-31,990.31,1.78,0.561797752808989,127.52808988764
2003-08-29,1008.01,1.75,0.571428571428571,129.714285714286
2003-09-30,995.97,1.78,0.561797752808989,127.52808988764
2003-10-31,1050.71,1.7,0.588235294117647,133.529411764706
2003-11-28,1058.2,1.7,0.588235294117647,133.529411764706
2003-12-31,1111.92,1.64,0.609756097560976,138.414634146341
2004-01-30,1131.13,1.63,0.613496932515337,139.263803680982
2004-02-27,1144.94,1.63,0.613496932515337,139.263803680982
2004-03-31,1126.21,1.66,0.602409638554217,136.746987951807
2004-04-30,1107.3,1.72,0.581395348837209,131.976744186047
2004-05-31,1120.68,1.71,0.584795321637427,132.748538011696
2004-06-30,1140.84,1.67,0.598802395209581,135.928143712575
2004-07-30,1101.72,1.77,0.564971751412429,128.248587570621
2004-08-31,1104.24,1.77,0.564971751412429,128.248587570621
2004-09-30,1114.58,1.76,0.568181818181818,128.977272727273
2004-10-29,1130.2,1.8,0.555555555555556,126.111111111111
2004-11-30,1173.82,1.76,0.568181818181818,128.977272727273
2004-12-31,1211.92,1.73,0.578034682080925,131.21387283237
2005-01-31,1181.27,1.79,0.558659217877095,126.815642458101
2005-02-28,1203.6,1.79,0.558659217877095,126.815642458101
2005-03-31,1180.59,1.82,0.549450549450549,124.725274725275
2005-04-29,1156.85,1.89,0.529100529100529,120.10582010582
2005-05-31,1191.5,1.85,0.54054054054054,122.702702702703
2005-06-30,1191.33,1.86,0.537634408602151,122.043010752688
2005-07-29,1234.18,1.81,0.552486187845304,125.414364640884
2005-08-31,1220.33,1.83,0.546448087431694,124.043715846995
2005-09-30,1228.81,1.82,0.549450549450549,124.725274725275
2005-10-31,1207.01,1.87,0.53475935828877,121.390374331551
