"cz","cz_name","state","children_in_1980_82_cohorts","am_80_82_cohort","rm_80_82_cohort","p_child_in_q5_parent_in_q1_80_85_cohort","am_college_attendance","rm_college_attendance","am_teenage_birth","rm_teenage_birth","am_females","rm_females","am_males","rm_males","am_males_individual_income","rm_males_individual_income","am_cost_of_living_adjusted","rm_cost_of_living_adjusted","am_2011_2012_parent_income","rm_2011_2012_parent_income","am_single_parents","rm_single_parents","am_married_parents","rm_married_parents","am_83_85_cohort","rm_83_85_cohort","am_80_85_cohort","rm_80_85_cohort","am_white_80_zips","rm_white_80_zips","am_poverty_line","rm_poverty_line","am_college_quality","rm_college_quality"
11800,"Mount Pleasant","MI",4873,41.836,0.36416,0.0646153837442398,32.588,0.73664,20.094,-0.22828,42.8245,0.35798,40.87025,0.36969,44.815,0.34072,42.9685,0.35206,42.793,0.32436,41.3845,0.41362,42.41575,0.34843,40.97975,0.35043,41.385,0.35736,41.9565,0.3617,72.08025,0.36421,35.837,0.2009
11900,"Saginaw","MI",21882,40.90725,0.34869,0.0644080862402916,41.70075,0.70211,21.9495,-0.26962,42.2755,0.36054,39.52425,0.33681,44.08775,0.31979,42.1355,0.34018,42.13825,0.34613,38.18375,0.30959,43.13775,0.31155,40.54925,0.34117,40.72025,0.34505,43.32775,0.32087,71.8655,0.3079,39.61094,0.190185
12001,"Big Rapids","MI",4991,41.5415,0.33322,0.074307918548584,38.32975,0.68739,21.122,-0.272,41.9715,0.3449,41.12025,0.32217,45.788,0.29728,42.81875,0.32311,42.15275,0.29959,41.5955,0.33126,41.49575,0.33435,41.80525,0.34397,41.684,0.33776,41.924,0.32504,71.96425,0.33925,37.61256,0.200755
12002,"Ludington","MI",2099,42.23825,0.36005,0.0760736167430878,39.759,0.76112,18.49575,-0.20501,42.8485,0.36942,41.65525,0.34781,44.61425,0.36421,43.342,0.34288,42.62125,0.34585,41.76075,0.34175,42.43975,0.35739,41.94675,0.32195,42.0815,0.34154,42.23825,0.36005,73.31575,0.33855,36.98031,0.219275
12100,"Kalamazoo","MI",19114,37.98175,0.38547,0.0526231341063976,39.59225,0.73473,25.05475,-0.34133,39.609,0.38732,36.33075,0.38451,41.168,0.35212,38.85875,0.37435,39.97875,0.35103,36.281,0.34484,39.7655,0.3571,38.98325,0.35425,38.50525,0.36913,40.64525,0.34637,67.6385,0.3773,38.01213,0.202775
12200,"Grand Rapids","MI",52268,40.1235,0.3777,0.0637291669845581,37.3005,0.6725,25.55325,-0.34015,41.4515,0.3783,38.75975,0.37783,43.4425,0.34894,41.03975,0.37459,42.98275,0.33443,37.6795,0.35634,42.6865,0.3319,41.0285,0.3641,40.62275,0.36991,42.78225,0.33453,71.26151,0.35306,37.859,0.17435
12301,"Traverse City","MI",5876,41.667,0.305,0.0742486715316772,44.7335,0.69346,18.17075,-0.22977,42.416,0.33536,40.972,0.2718,45.572,0.2512,42.52975,0.29487,43.30925,0.26429,40.5115,0.30002,42.458,0.29008,42.89825,0.27997,42.28675,0.29215,41.6595,0.30962,75.3275,0.25262,40.58994,0.1956
12302,"Petoskey","MI",3196,42.1125,0.28734,0.0765550211071968,48.99325,0.62225,16.02825,-0.20287,43.36275,0.31091,40.8175,0.2689,44.987,0.26116,42.865,0.2828,43.345,0.25772,40.4815,0.25546,43.0885,0.2701,41.52,0.2714,41.8015,0.27906,42.06825,0.28773,74.76975,0.27823,41.381,0.187265
12401,"Alpena","MI",3411,41.988,0.34548,0.0786440670490265,37.94225,0.69977,17.85325,-0.20187,43.5715,0.33282,40.39125,0.35877,45.19325,0.33841,43.06025,0.33613,42.4815,0.31046,41.23775,0.27451,42.075,0.34896,43.5305,0.3163,42.7845,0.32926,41.988,0.34548,72.61475,0.32023,36.62275,0.162755
12402,"Grayling charter","MI",4114,42.007,0.29704,0.0748898684978485,37.21775,0.69263,19.32175,-0.26069,43.17375,0.29059,40.805,0.30524,45.7375,0.29006,43.102,0.28592,42.34725,0.28345,40.953,0.29452,42.62375,0.28415,41.77875,0.32607,41.904,0.31068,42.007,0.29704,72.34425,0.31765,36.63119,0.177545
12501,"Dayton","OH",46426,38.26225,0.39673,0.0488145053386688,32.9435,0.7957,26.20425,-0.33079,39.2995,0.4053,37.202,0.38872,42.04175,0.36891,39.0075,0.39154,39.825,0.3546,35.88175,0.35607,40.76825,0.35305,39.46175,0.37547,38.8865,0.38518,40.36825,0.36865,68.15275,0.39127,36.39494,0.201115
12502,"Washington Court House","OH",4653,38.66925,0.37873,0.0533333346247673,25.50375,0.79575,26.66025,-0.34611,40.35675,0.37903,36.9875,0.38046,41.65175,0.37311,39.8115,0.3661,39.9095,0.32186,36.2385,0.3821,40.21625,0.34581,39.645,0.35884,39.15525,0.36801,38.67225,0.37929,67.7385,0.40758,33.50713,0.17959
12600,"Wayne","IN",4226,37.3145,0.37786,0.0539811067283154,34.632,0.73432,28.168,-0.31472,38.55025,0.39977,36.123,0.35604,40.369,0.3236,38.599,0.36404,38.636,0.352,35.69925,0.33625,38.565,0.35772,38.11825,0.37857,37.715,0.3776,37.31,0.37912,64.94825,0.43393,38.84831,0.1796
12701,"Cincinnati","OH",76510,37.85575,0.42927,0.0512119494378567,34.13375,0.81111,27.30125,-0.36951,39.73075,0.42591,35.95675,0.43323,40.784,0.41152,38.4575,0.4257,39.96425,0.38129,35.35425,0.38193,40.6715,0.3829,38.717,0.3998,38.311,0.41352,40.096,0.39884,66.384,0.42648,38.87219,0.222205
12702,"Maysville","KY",2074,40.08975,0.34591,0.0528455302119255,36.089,0.79084,22.89775,-0.29405,42.96875,0.34487,37.271,0.3514,41.44125,0.33621,41.83925,0.33337,39.611,0.32776,37.07225,0.35757,41.2995,0.3211,40.8145,0.38162,40.46125,0.36249,40.03425,0.34989,67.77575,0.36503,35.42263,0.18821
12800,"Washington","IN",5764,43.46,0.34728,0.106587715446949,33.03075,0.73407,25.88075,-0.29773,44.50075,0.34779,42.424,0.34624,47.172,0.3018,45.00875,0.33823,44.9955,0.31934,42.52975,0.30691,43.982,0.33992,45.454,0.32744,44.5225,0.33562,43.46,0.34728,73.3115,0.32026,37.601,0.17922
12901,"Lexington-Fayette","KY",17359,36.947,0.37984,0.0537449978291988,36.0575,0.77734,26.62675,-0.34637,38.73775,0.39035,35.14,0.3694,39.05075,0.34407,38.097,0.37468,37.97425,0.35189,35.57075,0.38123,38.42875,0.35311,37.68225,0.35317,37.31725,0.36601,38.4635,0.36254,64.51375,0.40019,39.37075,0.209285
12902,"Mount Sterling","KY",1380,38.977,0.37692,0.0622914358973503,32.648,0.81516,24.40875,-0.27901,41.06725,0.40709,37.06375,0.34171,40.532,0.34912,40.7955,0.36954,38.85925,0.35933,37.8325,0.49058,39.97325,0.34645,37.871,0.35716,38.39725,0.36701,38.977,0.37692,65.988,0.44784,35.43687,0.207205
12903,"Danville","KY",3129,39.6525,0.35614,0.0727496892213821,33.44525,0.81265,27.0065,-0.33562,40.98375,0.35311,38.2705,0.3601,41.7295,0.3177,41.9135,0.33482,40.49525,0.30565,37.339,0.35184,40.96175,0.33091,41.923,0.34,40.848,0.34564,39.6525,0.35614,67.46175,0.40975,36.56237,0.212585
13000,"Elizabethtown","KY",7342,42.36275,0.32811,0.0815989449620247,36.90275,0.73923,24.69725,-0.26931,43.296,0.353,41.449,0.30364,45.618,0.29144,44.2845,0.31422,42.349,0.28228,40.7615,0.31074,43.221,0.31116,44.50725,0.31197,43.49925,0.31757,43.22275,0.32599,73.218,0.31808,36.42375,0.18233
13101,"Louisville","KY",40846,37.8755,0.38738,0.0519954860210419,35.1695,0.7559,27.68175,-0.34185,39.24875,0.39759,36.4995,0.37694,41.31125,0.35365,39.14075,0.38595,39.296,0.35236,36.10475,0.36419,40.17875,0.34783,39.09225,0.37089,38.493,0.37852,40.76225,0.34221,66.92225,0.39553,37.27762,0.19602
13102,"Madison","IN",1951,40.8025,0.40922,0.0938271582126617,34.9555,0.72834,24.67875,-0.29425,40.6545,0.46058,40.993,0.35712,47.719,0.28116,42.3925,0.39326,40.99,0.36712,39.98575,0.38215,41.3355,0.40066,43.50325,0.31881,42.032,0.36552,40.8025,0.40922,68.2875,0.40634,36.09525,0.185495
13103,"Bardstown","KY",2820,44.11525,0.36613,0.0762167125940323,38.8295,0.68346,22.3185,-0.2813,46.1465,0.37142,42.17875,0.35431,45.8105,0.31278,46.59025,0.34569,43.979,0.35348,41.52575,0.33675,45.52225,0.33941,44.756,0.33872,44.42325,0.35201,44.11875,0.36563,74.09225,0.32841,38.005,0.16883
13200,"Owensboro","KY",7188,43.34475,0.35931,0.092302568256855,40.471,0.7722,27.003,-0.34668,43.65475,0.35511,43.02925,0.36357,47.78175,0.33495,45.35,0.35292,42.82825,0.35009,41.7005,0.41922,44.694,0.32612,45.6455,0.34666,44.511,0.35136,43.31975,0.35931,72.05675,0.36331,36.72975,0.20032
13300,"Findlay","OH",10154,44.022,0.34808,0.0736145600676537,39.82825,0.74109,24.16775,-0.30561,44.43025,0.36001,43.633,0.33376,48.91675,0.30591,45.29425,0.33741,44.45275,0.32307,41.92775,0.35111,45.56125,0.31609,43.87225,0.35461,43.9505,0.35106,44.00875,0.34855,76.18125,0.30921,39.18688,0.19059
13400,"Lima","OH",12109,44.66275,0.38155,0.0694817677140236,36.06325,0.79421,25.88025,-0.36323,44.54425,0.39933,44.80275,0.36339,49.08025,0.34705,45.802,0.37756,44.999,0.35648,39.41675,0.35771,48.06325,0.31441,45.63925,0.39661,45.193,0.38736,47.83875,0.32911,74.955,0.35524,39.69037,0.200635
13501,"Toledo","OH",33534,39.38775,0.36815,0.0574808046221733,39.92925,0.61537,25.39075,-0.31837,40.49425,0.37509,38.281,0.36144,43.46525,0.34385,40.206,0.36408,41.2365,0.33858,36.82925,0.32501,42.2855,0.31978,39.63225,0.36225,39.52575,0.36467,43.5475,0.30574,68.84299,0.36264,39.23606,0.16966
13502,"Defiance","OH",4495,43.70225,0.32885,0.0814732164144516,28.59825,0.68901,25.48775,-0.29401,43.75825,0.35329,43.68525,0.30169,48.764,0.29196,45.273,0.3146,44.68725,0.30909,41.77725,0.25537,44.9045,0.31146,45.35775,0.32703,44.596,0.32596,43.6685,0.33046,77.0135,0.25782,33.91506,0.154755
13600,"South Bend","IN",26414,39.22675,0.38743,0.0601345673203468,37.6405,0.70814,28.4875,-0.36558,40.247,0.39356,38.21875,0.38195,43.35475,0.36327,40.151,0.37928,40.95125,0.34449,37.39525,0.37577,41.536,0.34432,39.80475,0.36327,39.51925,0.37505,41.9745,0.3447,70.45074,0.35287,38.461,0.19642
13700,"Concord","IN",15169,42.16475,0.32391,0.0734009891748428,23.78775,0.76735,24.707,-0.25168,41.81275,0.33551,42.51825,0.31237,48.24075,0.27243,43.73125,0.31537,43.81525,0.29973,38.9595,0.32546,44.808,0.27152,45.107,0.2918,43.7315,0.30546,43.5435,0.2999,74.53799,0.29164,34.4565,0.17763
13800,"Wayne","IN",5655,42.8755,0.33686,0.0915141403675079,30.477,0.7136,26.6275,-0.27938,42.54375,0.35735,43.193,0.31748,47.972,0.29872,44.0745,0.33794,44.3885,0.30754,40.95225,0.26017,44.00825,0.32165,44.56975,0.32875,43.72375,0.33195,42.894,0.3372,73.5215,0.3295,36.74594,0.173015
13900,"Center","IN",7758,40.44325,0.32345,0.066135086119175,32.32625,0.70245,25.14375,-0.25765,40.90425,0.33729,40.01275,0.30867,44.25475,0.29975,41.83325,0.32065,41.31525,0.33653,37.5025,0.25182,42.87725,0.28813,41.5675,0.33342,41.0775,0.32626,40.42625,0.32373,70.54775,0.30839,37.09694,0.173895
14000,"Muncie","IN",15423,37.95125,0.38089,0.0531732402741909,33.0165,0.72258,29.38575,-0.36697,38.52825,0.38709,37.39975,0.37471,41.80675,0.35447,39.14425,0.37425,39.275,0.36452,36.2715,0.3293,39.4255,0.35834,39.47275,0.35971,38.743,0.36908,39.21425,0.36641,67.46725,0.37833,36.18456,0.173995
14100,"Fort Wayne","IN",22891,40.56,0.38108,0.065946564078331,33.79975,0.72507,27.33725,-0.32251,41.6735,0.3825,39.41675,0.38071,43.90775,0.35471,41.54225,0.37921,42.56875,0.34891,38.7355,0.35906,42.5945,0.34482,41.78075,0.36851,41.202,0.37388,43.5,0.33696,71.74675,0.35027,38.41581,0.189765
14200,"Indianapolis","IN",55739,37.225,0.3976,0.0490063242614269,31.1545,0.78598,29.133,-0.36052,38.96,0.397,35.524,0.39828,40.50625,0.37049,38.059,0.39468,39.6135,0.35614,35.5985,0.3537,39.651,0.36012,38.96175,0.36879,38.1405,0.38214,39.77975,0.36771,67.509,0.3718,36.58912,0.19714
14300,"Columbus","IN",6216,39.68975,0.38823,0.0746864303946495,27.614,0.84476,31.699,-0.3952,40.8215,0.39166,38.5505,0.38438,43.51175,0.35111,40.84,0.38348,40.991,0.35212,37.2195,0.33814,41.502,0.35708,42.3145,0.3625,41.0775,0.37314,39.68425,0.38833,67.45875,0.40059,35.02106,0.21778
14400,"Terre Haute","IN",9840,42.25225,0.35653,0.0826252549886703,35.97275,0.75703,25.9015,-0.30802,43.20525,0.36597,41.3065,0.3483,46.07475,0.32335,43.865,0.3456,42.2045,0.34354,41.05675,0.32703,43.02,0.34396,43.07925,0.35353,42.6845,0.35418,42.78075,0.34527,71.8775,0.34242,37.23406,0.19346
14500,"Lafayette","IN",12710,43.061,0.33864,0.0908335670828819,37.52925,0.72033,26.33425,-0.32999,43.037,0.3582,43.0745,0.32058,48.32325,0.28433,44.4645,0.32754,43.48025,0.32009,41.39125,0.32725,44.5195,0.3115,43.81575,0.33527,43.455,0.33624,44.36525,0.31277,73.19525,0.31861,37.98775,0.204185
14600,"Bloomington","IN",9458,41.2375,0.35026,0.0871858522295952,35.434,0.77312,24.9615,-0.27934,41.92475,0.35727,40.5685,0.34394,44.56925,0.33237,42.8865,0.33682,41.68075,0.32555,38.60875,0.33863,43.045,0.31728,44.8075,0.3063,43.10175,0.32559,41.26525,0.35017,69.8815,0.35566,37.089,0.194785
14700,"Evansville","IN",15530,43.60525,0.39821,0.0792389214038849,42.45475,0.75207,25.42375,-0.32461,44.05475,0.41895,43.15375,0.37723,47.777,0.35176,45.03825,0.38937,44.50075,0.36295,41.84975,0.38947,45.131,0.36992,44.6345,0.39234,44.12825,0.39485,44.69475,0.37795,72.63625,0.36397,39.32988,0.19784
14801,"Olney","IL",2241,47.32275,0.33783,0.116939887404442,59.878,0.54332,20.69075,-0.21137,47.93175,0.36199,46.73175,0.30775,51.263,0.27132,49.012,0.32772,45.66825,0.32305,46.5655,0.43758,48.2995,0.30714,49.901,0.32264,48.6765,0.3277,47.32275,0.33783,76.41475,0.32847,42.28862,0.17487
14802,"Vincennes","IN",2210,45.0425,0.38754,0.1098398193717,51.54425,0.73117,23.0865,-0.27714,45.2655,0.39826,44.83475,0.37555,49.79175,0.34087,46.53325,0.37829,44.071,0.3594,44.16975,0.44615,45.96575,0.36411,46.79475,0.37195,45.94075,0.37847,45.11,0.386,72.762,0.36984,39.16725,0.208965
14900,"Gary","IN",29274,40.69775,0.35831,0.0813901349902153,39.7535,0.6129,26.075,-0.31828,41.56525,0.36189,39.838,0.3546,46.09775,0.33767,41.648,0.34964,42.77725,0.30905,38.402,0.29992,43.82775,0.30679,41.066,0.339,40.87525,0.34857,46.9835,0.28266,70.901,0.30848,40.80919,0.17475
15000,"Canton","OH",27950,41.75725,0.37769,0.064910851418972,33.35325,0.79565,20.89275,-0.28517,42.6205,0.3853,40.8975,0.37022,45.72625,0.35245,42.8075,0.36658,42.4905,0.3423,38.802,0.37932,43.82175,0.33599,43.182,0.3576,42.4995,0.36642,43.03425,0.35753,73.09625,0.35957,38.38706,0.202635
15100,"Lorain","OH",17780,39.6395,0.35322,0.0566001161932945,31.038,0.71444,26.53275,-0.34701,40.387,0.35364,38.93325,0.35177,44.775,0.33196,40.46475,0.34683,41.2355,0.31922,37.7715,0.29934,41.3105,0.32658,40.38,0.35324,40.0335,0.3523,41.94825,0.32065,69.78025,0.35741,35.83037,0.168535
15200,"Cleveland","OH",98519,38.2025,0.40522,0.0508592650294304,42.41075,0.71491,23.70025,-0.34379,40.11025,0.39733,36.28775,0.41327,41.65775,0.40223,38.634,0.3984,40.0325,0.36034,35.43975,0.36499,41.82875,0.34307,39.0475,0.37602,38.65075,0.38963,43.5145,0.32718,68.674,0.37704,40.2675,0.206455
15300,"Parkersburg","WV",8136,41.5425,0.36654,0.0708944052457809,39.37275,0.78275,20.94825,-0.25815,42.5055,0.37442,40.616,0.35764,44.996,0.35368,42.6565,0.35686,41.5845,0.3255,39.72275,0.31083,42.3355,0.35618,43.25725,0.35025,42.39825,0.35713,41.537,0.3666,70.1655,0.39022,39.34431,0.201165
15400,"Zanesville","OH",8140,41.222,0.4078,0.0684076100587845,30.07975,0.80711,25.302,-0.34152,41.47175,0.42899,40.97025,0.38789,45.736,0.36836,42.34725,0.39429,41.28425,0.35013,38.99825,0.36849,42.382,0.38488,42.351,0.39428,41.80225,0.39973,41.27175,0.40671,70.52725,0.46137,37.21331,0.212105
15500,"Steubenville","OH",5087,41.03725,0.41037,0.0727181509137154,46.23575,0.78515,18.26875,-0.25693,41.7275,0.42254,40.35625,0.39881,46.12875,0.37443,41.9925,0.38918,40.9615,0.36762,39.81725,0.35885,41.62825,0.40329,43.3535,0.35986,42.2055,0.38354,41.046,0.41016,69.5325,0.42298,40.28837,0.19447
15600,"Wheeling","WV",7256,45.4145,0.33778,0.125404015183449,47.52475,0.77455,18.1365,-0.23202,45.69975,0.34647,45.126,0.32904,50.43875,0.31771,46.6525,0.32482,44.20825,0.31609,43.50925,0.30225,46.268,0.32296,45.4535,0.35666,45.44175,0.34627,45.28175,0.34063,74.2255,0.3187,42.22894,0.2012
15700,"Scioto","OH",8664,38.33475,0.39243,0.064859002828598,30.98,0.80028,24.55725,-0.28575,39.345,0.40216,37.29425,0.38585,41.6765,0.37162,39.76675,0.37727,38.218,0.3534,36.40225,0.33697,39.22475,0.37943,38.903,0.39464,38.63675,0.39227,38.32475,0.39291,64.8055,0.4541,33.99481,0.190985
15800,"Athens","OH",5199,40.42275,0.32791,0.0747126415371895,39.08875,0.75883,21.27175,-0.23801,42.292,0.31652,38.5655,0.33826,42.52175,0.31251,41.9425,0.31474,39.9995,0.30994,39.6455,0.24018,40.46725,0.33613,39.519,0.35132,39.952,0.3396,40.432,0.32796,67.53875,0.37455,36.84919,0.19331
15900,"Columbus","OH",57755,37.689,0.40612,0.0490940660238266,35.06225,0.79705,26.9745,-0.34946,39.287,0.40976,36.075,0.40316,40.6175,0.3893,38.3175,0.39958,39.47525,0.36033,35.508,0.3918,40.24025,0.36157,38.995,0.37376,38.383,0.38868,41.30525,0.35533,67.08775,0.40679,38.67681,0.216025
16000,"Mansfield","OH",12816,40.42975,0.38611,0.0644607841968536,34.4455,0.78354,27.552,-0.36348,41.3235,0.38858,39.54175,0.38423,44.31975,0.35203,41.33675,0.37771,41.25575,0.35483,37.85125,0.35489,42.29825,0.35061,41.678,0.38304,41.07975,0.38355,41.39875,0.36807,70.13575,0.40175,38.57869,0.20578
16100,"State College","PA",9841,47.51925,0.29769,0.113127648830414,40.897,0.72708,14.6385,-0.17902,47.6255,0.3203,47.43225,0.27501,52.93025,0.23641,47.68725,0.28441,46.63275,0.28943,45.65425,0.26333,48.39525,0.28273,48.2165,0.2739,47.89175,0.28483,47.5715,0.2959,79.25775,0.22687,42.622,0.22489
16200,"Altoona","PA",15478,47.1315,0.35234,0.102376908063889,38.16575,0.75827,15.47775,-0.21741,47.8575,0.35642,46.376,0.34884,51.21225,0.32369,47.5055,0.33762,45.84825,0.33713,44.663,0.39072,48.58775,0.31803,47.6445,0.35814,47.3955,0.3545,47.2125,0.34982,77.8165,0.29598,41.73469,0.227465
16300,"Pittsburgh","PA",87830,45.18525,0.35869,0.0951486900448799,48.98075,0.66731,16.49875,-0.24677,46.54825,0.36581,43.82225,0.35153,49.33725,0.33189,45.5265,0.34846,45.14575,0.33307,42.02675,0.34459,47.93775,0.30871,44.99075,0.34379,45.087,0.3508,47.2085,0.3267,74.92751,0.30462,43.32663,0.208725
16400,"Youngstown","OH",30784,41.34925,0.38789,0.0669745951890945,40.16175,0.73139,20.50775,-0.28325,42.4365,0.4023,40.23525,0.37421,45.68275,0.35799,42.10125,0.37333,41.67775,0.35623,38.36425,0.35009,43.6495,0.34446,41.86425,0.36281,41.6165,0.37466,43.008,0.36384,71.6085,0.36414,41.08031,0.195465
16500,"Erie","PA",25753,43.7085,0.3553,0.0751668065786362,41.3505,0.69942,19.79425,-0.27499,43.99025,0.38153,43.42825,0.32857,48.763,0.3046,44.02475,0.34799,43.5405,0.32802,41.38275,0.31247,45.2745,0.32662,43.7395,0.35282,43.72775,0.35367,44.66825,0.33913,75.1295,0.31562,41.09031,0.197355
16600,"Roanoke","VA",14354,39.63375,0.37871,0.0640164241194725,37.69075,0.81643,24.84325,-0.34399,41.62225,0.38949,37.70275,0.36847,41.71975,0.34799,40.036,0.36604,40.344,0.34524,38.19,0.3656,40.87125,0.35637,41.165,0.348,40.42325,0.36241,40.686,0.36272,68.73275,0.37815,37.95063,0.236005
16701,"Elkins","WV",2125,44.84525,0.35309,0.105799369513988,40.54225,0.84677,16.27825,-0.20863,45.414,0.38288,44.3275,0.32842,48.778,0.29592,45.77775,0.33587,42.408,0.34392,45.33775,0.38211,44.761,0.35236,45.3805,0.32406,45.1075,0.3379,44.84525,0.35309,73.63275,0.37091,39.3215,0.2164
16702,"Morgantown","WV",8969,43.9715,0.3587,0.104958467185497,40.36275,0.78251,18.45125,-0.25667,44.2135,0.37714,43.71675,0.34047,48.81775,0.31247,45.03825,0.34465,42.27575,0.33867,41.617,0.32348,45.08875,0.33991,46.132,0.30828,45.0845,0.3317,43.989,0.35944,71.94575,0.34819,40.12032,0.21559
16703,"Buckhannon","WV",1544,46.56725,0.31561,0.126410841941833,38.57025,0.77517,18.03525,-0.21903,46.824,0.2984,46.28025,0.33373,52.2265,0.27502,47.7865,0.30706,44.34075,0.30307,42.04925,0.20161,47.87475,0.29619,46.283,0.35884,46.41725,0.33609,46.56725,0.31561,75.448,0.27432,36.54612,0.169645
16801,"Beckley","WV",6451,43.44,0.34532,0.106445029377937,37.6925,0.68914,20.37175,-0.23741,44.4705,0.35058,42.393,0.33976,46.8895,0.34454,44.69825,0.33261,42.6565,0.30658,40.19425,0.35961,45.24325,0.30665,43.979,0.34384,43.67975,0.34411,43.46125,0.34601,70.86825,0.37405,37.01712,0.17523
16802,"Summersville","WV",2067,46.493,0.3682,0.128528967499733,40.3825,0.73874,15.9035,-0.13762,45.60875,0.38959,47.33525,0.34745,52.1075,0.33166,47.556,0.36188,44.827,0.31028,45.36825,0.40425,47.0625,0.3521,47.51675,0.37027,47.0115,0.36754,46.4675,0.36854,72.528,0.35624,36.54794,0.185925
16901,"Charleston","WV",13026,42.339,0.32576,0.097229391336441,39.52175,0.71787,21.70025,-0.25675,43.476,0.34172,41.244,0.31044,46.38175,0.29835,43.78875,0.31547,42.2135,0.3057,39.934,0.31424,43.77325,0.30093,42.2535,0.31478,42.28275,0.32027,42.57725,0.32401,69.2765,0.34362,37.68906,0.18346
16902,"Spencer","WV",860,47.0525,0.33986,0.146567717194557,35.67275,0.67387,16.795,-0.1578,45.40175,0.37751,48.5205,0.31042,53.446,0.29312,48.67,0.33212,45.036,0.32432,,,47.147,0.32884,47.92,0.35552,47.481,0.34528,47.07375,0.34271,74.8095,0.33186,37.9615,0.179245
17000,"Pikeville","KY",7721,43.22125,0.31813,0.137840375304222,44.311,0.67572,20.14775,-0.22161,44.41025,0.33533,41.9805,0.30198,46.73275,0.28179,45.7125,0.30074,42.77575,0.29887,40.27875,0.33427,44.34025,0.29477,46.0045,0.28954,44.6345,0.3009,43.21475,0.31971,67.8265,0.34998,36.62925,0.175515
17100,"Huntington","KY",12489,39.776,0.35528,0.0685057491064072,41.12775,0.76767,21.82725,-0.24455,40.578,0.37536,38.977,0.33632,43.36225,0.31545,41.59475,0.33955,39.18225,0.33581,37.86525,0.34921,40.78375,0.33631,40.139,0.32548,39.9425,0.34042,39.809,0.35576,65.89825,0.39081,37.91025,0.195145
17200,"Harrisonburg","VA",5727,44.12625,0.31661,0.0938897132873535,31.63775,0.76011,23.3185,-0.2915,45.0975,0.3197,43.14325,0.31373,47.10925,0.27961,44.03375,0.31087,44.675,0.28188,41.2165,0.31214,46.262,0.27304,45.528,0.30732,44.8255,0.31186,44.12625,0.31661,75.72925,0.28093,37.21812,0.200515
17300,"Staunton","VA",6592,41.866,0.35556,0.0680161938071251,31.28925,0.78713,21.84975,-0.28197,42.79875,0.35619,40.95425,0.35349,44.532,0.33808,41.95175,0.34575,42.65625,0.31721,39.96275,0.32203,43.2425,0.32982,43.42625,0.33141,42.679,0.3424,41.819,0.3588,72.58225,0.32637,37.09163,0.207325
17400,"Hagerstown","PA",14115,42.8775,0.35854,0.0870945826172829,28.90175,0.73703,24.119,-0.30864,43.5095,0.36606,42.235,0.35192,46.837,0.33012,42.5435,0.3523,43.621,0.30552,41.06825,0.31989,44.1405,0.3367,44.38725,0.33581,43.67075,0.34599,42.77525,0.35757,72.746,0.33368,36.10738,0.18982
17501,"Cumberland","MD",5537,43.7195,0.3515,0.0969055369496346,35.493,0.7918,21.20025,-0.31359,44.23975,0.37839,43.21425,0.32489,47.88025,0.31997,43.82125,0.33833,42.51725,0.32277,41.66025,0.32729,44.7675,0.33174,44.9135,0.36774,44.33725,0.35805,43.8175,0.34954,74.5755,0.31442,38.1955,0.23759
17502,"Winchester","VA",4243,41.65575,0.35387,0.0972972959280014,32.289,0.7978,24.008,-0.2762,43.2015,0.35054,40.19725,0.35485,44.10325,0.34001,41.1195,0.34874,43.1475,0.29042,40.017,0.297,42.736,0.33876,44.075,0.2852,42.88,0.31864,42.137,0.34124,71.34824,0.32557,37.02137,0.21476
17600,"Charlottesville","VA",8494,39.23275,0.36047,0.0613825991749763,33.16575,0.82387,24.23,-0.32984,41.251,0.34856,37.296,0.37016,40.70125,0.35769,38.98725,0.34849,40.355,0.31404,37.01225,0.37741,42.00875,0.30815,40.07975,0.32491,39.675,0.34172,41.115,0.33144,68.47975,0.35179,37.38894,0.23031
17700,"Syracuse","NY",40648,42.342,0.36308,0.0766721069812775,48.57675,0.67551,18.64725,-0.26447,43.64025,0.36517,41.0685,0.36126,46.74425,0.34237,42.29975,0.34899,42.48725,0.33317,40.29475,0.34535,44.2695,0.32862,42.2945,0.33346,42.32125,0.34757,43.845,0.3382,73.09,0.3276,44.47494,0.211575
17800,"Oneonta","NY",6070,44.63575,0.32395,0.0928838923573494,51.37325,0.58861,15.2245,-0.22126,45.85475,0.33295,43.44725,0.31325,48.08425,0.30225,44.28925,0.30809,43.775,0.2988,42.55475,0.33659,46.038,0.29448,45.25675,0.28619,44.96575,0.30403,44.74425,0.32021,76.40375,0.28523,48.54656,0.19988
17900,"Union","NY",11091,43.73,0.32732,0.0880440250039101,44.5195,0.73506,17.88475,-0.25021,44.47325,0.35041,43.024,0.30572,48.369,0.2918,43.49425,0.31589,43.446,0.30252,42.2035,0.34134,44.95725,0.30301,44.341,0.2974,44.06475,0.31119,43.73125,0.32785,75.3675,0.2733,42.86332,0.2169
18000,"Buffalo","NY",86307,41.96975,0.36847,0.0667825490236282,49.0125,0.65134,20.26225,-0.29543,43.5455,0.3683,40.41825,0.36785,46.246,0.34876,41.95275,0.35795,42.83675,0.34043,39.41225,0.35237,45.1235,0.31206,41.8645,0.34054,41.92325,0.35381,45.7605,0.30622,73.12,0.32772,44.49075,0.20488
