"cz","cz_name","state","children_in_1980_82_cohorts","am_80_82_cohort","rm_80_82_cohort","p_child_in_q5_parent_in_q1_80_85_cohort","am_college_attendance","rm_college_attendance","am_teenage_birth","rm_teenage_birth","am_females","rm_females","am_males","rm_males","am_males_individual_income","rm_males_individual_income","am_cost_of_living_adjusted","rm_cost_of_living_adjusted","am_2011_2012_parent_income","rm_2011_2012_parent_income","am_single_parents","rm_single_parents","am_married_parents","rm_married_parents","am_83_85_cohort","rm_83_85_cohort","am_80_85_cohort","rm_80_85_cohort","am_white_80_zips","rm_white_80_zips","am_poverty_line","rm_poverty_line","am_college_quality","rm_college_quality"
18100,"Elmira","NY",12758,44.19925,0.32445,0.0936922132968903,40.31,0.78636,19.1165,-0.2647,44.98775,0.33647,43.389,0.3132,48.64875,0.29683,44.30075,0.30819,43.7395,0.29442,42.705,0.2992,45.23625,0.30689,44.934,0.2838,44.5745,0.30338,44.8535,0.3229,74.9875,0.2863,40.97094,0.225875
18201,"Olean","NY",7961,45.07825,0.34373,0.0801330506801605,44.163,0.70516,18.211,-0.23244,45.23425,0.35665,44.924,0.33152,50.2785,0.32094,45.54275,0.32475,44.81325,0.29597,43.8105,0.35806,46.01475,0.32223,45.73075,0.33139,45.43025,0.33657,45.27425,0.34093,75.66325,0.33101,43.32425,0.185175
18202,"St. Marys","PA",1703,48.17525,0.30301,0.162983432412148,45.863,0.61852,13.66375,-0.16905,50.067,0.28804,46.3445,0.31534,51.801,0.30876,48.28575,0.29679,49.2495,0.26418,48.2555,0.37622,48.35325,0.29445,48.22475,0.30411,48.1975,0.30366,48.18675,0.30311,78.897,0.286,44.9805,0.182665
18300,"Watertown","NY",9789,44.70575,0.33107,0.10118044167757,43.8635,0.69558,16.36575,-0.19949,45.7715,0.32266,43.6215,0.33966,49.495,0.32852,45.0225,0.31414,43.73275,0.29807,43.9985,0.28054,44.9005,0.33162,44.88275,0.32059,44.8055,0.3253,44.95175,0.33091,76.01475,0.30883,44.17094,0.213415
18400,"Plattsburgh","NY",6204,43.59925,0.32413,0.0854566842317581,42.028,0.67496,16.95975,-0.22833,44.743,0.33432,42.4345,0.31518,47.85525,0.30793,43.50575,0.31019,43.059,0.2946,42.54525,0.33001,44.40525,0.30729,44.445,0.30216,44.04775,0.31239,44.38325,0.29929,74.754,0.31456,42.84331,0.21191
18500,"Amsterdam","NY",4369,43.4115,0.3221,0.082840234041214,38.746,0.74664,18.942,-0.27324,44.6125,0.3045,42.244,0.33852,48.3605,0.32722,43.178,0.30776,42.8585,0.29338,41.5165,0.3089,45.133,0.28728,44.48125,0.31565,43.992,0.3176,43.33325,0.32353,76.03525,0.26373,39.27962,0.20382
18600,"Albany","NY",35831,43.1495,0.35782,0.0833333358168602,46.35825,0.70161,17.1145,-0.24518,44.673,0.3622,41.646,0.35396,47.81125,0.33481,42.28025,0.34745,43.441,0.326,41.64675,0.33483,44.63625,0.33325,43.44025,0.31757,43.313,0.33652,44.676,0.33396,73.926,0.29952,44.69244,0.221985
18700,"Sunbury","PA",6810,47.92925,0.31713,0.111366771161556,40.307,0.7034,14.51625,-0.20119,48.532,0.32396,47.32275,0.31095,51.97225,0.29717,48.02525,0.30385,46.89325,0.31149,46.583,0.2922,48.5975,0.30518,47.336,0.30908,47.62025,0.31301,47.89825,0.31617,79.9145,0.24526,42.50156,0.20928
18800,"Scranton","PA",29528,45.8795,0.31454,0.107453174889088,49.5765,0.62026,14.08325,-0.19331,46.701,0.33332,45.06925,0.29609,50.96925,0.27169,45.2,0.30472,46.17725,0.28761,44.1325,0.30982,47.09075,0.29147,46.291,0.27988,46.09225,0.29649,46.017,0.31636,76.43325,0.27001,47.16887,0.19958
18900,"Williamsport","PA",8521,47.1005,0.32554,0.101620949804783,38.177,0.73828,20.48,-0.26736,48.15025,0.31781,45.9725,0.33498,51.18125,0.30613,46.987,0.31724,46.19025,0.29013,44.19375,0.34123,49.37475,0.27635,47.59225,0.33257,47.3685,0.32858,47.0705,0.32626,78.14325,0.28837,40.80387,0.221195
19000,"Allentown","PA",21846,44.84275,0.35915,0.0826314985752106,44.576,0.68652,20.718,-0.29832,45.3325,0.3789,44.35975,0.33903,50.70675,0.30399,44.051,0.3478,46.1805,0.31994,42.532,0.36508,47.2995,0.31402,44.75075,0.33719,44.798,0.34756,47.73625,0.30845,75.39,0.29552,41.09687,0.21006
19100,"Reading","PA",39609,45.52875,0.34855,0.0963095426559448,33.06075,0.69519,20.53375,-0.28693,45.69,0.36924,45.38425,0.32733,50.74575,0.30267,45.2095,0.33894,46.404,0.3166,42.60775,0.35783,48.20575,0.29691,46.527,0.33264,46.07875,0.33939,48.51925,0.29473,76.3805,0.29874,38.43587,0.19772
19200,"Harrisburg","PA",37486,43.94625,0.35977,0.079268291592598,35.93925,0.71753,21.91175,-0.30081,44.9495,0.36886,42.9485,0.34974,48.3815,0.32354,43.6015,0.35238,44.98725,0.31401,41.264,0.3732,46.6285,0.30838,44.90775,0.34751,44.46925,0.35265,46.5095,0.3159,74.97375,0.30635,38.316,0.203765
19300,"Poughkeepsie","NY",30004,42.55075,0.32999,0.0948357805609703,47.9565,0.60606,16.80375,-0.22577,44.36,0.33272,40.76625,0.32741,46.43925,0.32205,41.346,0.31996,43.9745,0.28854,40.3695,0.30326,44.603,0.29752,42.14275,0.31079,42.33325,0.32005,44.3475,0.30798,70.785,0.30364,44.94706,0.18625
19400,"New York","NY",307294,43.75575,0.32999,0.105000838637352,48.145,0.63364,15.67725,-0.21083,46.384,0.3236,41.00975,0.33847,47.5785,0.3167,41.36575,0.33315,43.74025,0.30097,39.9035,0.23254,49.37575,0.25887,42.763,0.29052,43.225,0.30928,51.99,0.2586,72.20475,0.25139,46.35812,0.215925
19500,"Toms River","NJ",36294,45.21525,0.32329,0.122297860682011,50.93475,0.56207,14.2585,-0.19326,47.036,0.3336,43.42825,0.31361,50.19625,0.29205,43.7955,0.3119,47.53375,0.28939,43.15425,0.28721,47.259,0.29288,44.601,0.28716,44.88025,0.30457,47.42225,0.28517,74.81174,0.23639,48.59362,0.18573
19600,"Newark","NJ",170566,44.064,0.35012,0.102425970137119,49.02675,0.59379,17.836,-0.24592,46.36625,0.35241,41.645,0.34936,48.652,0.32256,42.5215,0.3385,46.029,0.31788,40.622,0.288,49.55225,0.26989,43.30525,0.31081,43.65925,0.32945,50.7315,0.26742,73.6925,0.25658,46.50043,0.20291
19700,"Philadelphia","PA",193183,40.84525,0.39349,0.0740116685628891,42.8235,0.68894,22.443,-0.31656,42.913,0.39528,38.72925,0.39249,44.83825,0.37393,40.0545,0.38378,42.11525,0.35493,37.686,0.35864,46.43425,0.30101,40.73875,0.35651,40.7945,0.37402,47.581,0.29716,69.6235,0.34346,42.70037,0.218545
19800,"Wilmington","DE",20410,37.72175,0.39159,0.0657239258289337,31.0575,0.75902,26.61825,-0.34535,40.04375,0.39439,35.397,0.3894,40.65625,0.38297,37.385,0.384,39.92825,0.35189,35.98475,0.39047,41.194,0.33228,39.063,0.366,38.451,0.37744,42.573,0.33528,65.738,0.36756,36.6345,0.210715
19901,"Dover","DE",15216,38.69225,0.38977,0.062596008181572,31.31775,0.69931,27.588,-0.35636,40.41,0.3908,36.98,0.38988,41.27025,0.37461,38.86475,0.37403,38.989,0.34112,36.83775,0.35267,41.11375,0.34603,39.73275,0.37695,39.25375,0.38251,40.11575,0.36543,68.47725,0.38921,35.38837,0.179045
19902,"Easton","MD",5332,39.89025,0.40169,0.0626359283924103,35.71225,0.67733,24.2585,-0.31998,41.0985,0.38582,38.70675,0.41723,43.6755,0.36606,39.398,0.3982,40.83125,0.34749,36.85425,0.38005,44.05825,0.32389,40.499,0.37012,40.2085,0.38526,42.93425,0.35285,69.04874,0.36859,38.51419,0.172385
19903,"Chincoteague","VA",1808,38.47075,0.41587,0.0445141047239304,39.662,0.79664,25.80575,-0.34369,40.56325,0.41585,36.33825,0.41997,41.1675,0.38114,38.399,0.39996,36.69725,0.33829,35.39275,0.36607,44.4175,0.28486,38.27825,0.38349,38.36,0.39968,,,70.1025,0.43574,39.45856,0.230545
20001,"Bangor","ME",10855,41.7775,0.3037,0.0809096843004227,38.8625,0.65982,15.31775,-0.20481,42.623,0.31304,40.9255,0.29382,45.3575,0.28114,40.568,0.2968,41.4765,0.28242,40.15075,0.27203,42.69275,0.28867,42.81025,0.25869,42.31575,0.27995,41.76575,0.30479,72.00574,0.30463,39.03169,0.170825
20002,"Calais","ME",1404,38.9405,0.31034,0.0680272132158279,42.76625,0.64277,13.668,-0.12488,39.2685,0.28206,38.60025,0.34133,42.64075,0.35375,38.4375,0.30034,38.22875,0.27719,37.42625,0.29989,39.753,0.29344,39.9015,0.3609,39.4265,0.3341,39.575,0.28692,67.828,0.34804,38.629,0.14287
20003,"Presque Isle","ME",3025,43.637,0.348,0.0855855867266655,41.62575,0.65303,13.4215,-0.17818,44.87,0.35448,42.44175,0.34091,47.639,0.33672,42.64275,0.34827,42.50625,0.33165,41.47225,0.21497,44.09725,0.34641,44.5425,0.29642,44.06425,0.32245,43.67075,0.34687,74.127,0.3568,39.144,0.15954
20100,"Portland","ME",25562,42.808,0.29364,0.0805980190634727,36.93775,0.68791,15.2195,-0.19734,43.61575,0.30091,42.0075,0.28686,46.9365,0.2749,41.34575,0.28823,43.20575,0.26335,41.6695,0.27498,43.6075,0.28038,43.327,0.27824,43.09275,0.28507,42.7535,0.29466,74.101,0.27868,38.44719,0.18438
20200,"Burlington","VT",11546,43.8075,0.30818,0.0931878536939621,39.16575,0.67135,13.435,-0.1938,45.22475,0.31795,42.41025,0.29749,47.2725,0.27742,42.25625,0.30565,44.182,0.28052,42.44275,0.27279,44.71825,0.29497,44.458,0.26936,44.15225,0.28737,43.78675,0.30855,74.98225,0.26849,40.26706,0.194325
20301,"Berlin","VT",3908,44.84325,0.29405,0.0835308060050011,38.93125,0.68517,14.65125,-0.18191,44.6445,0.33222,45.046,0.2556,50.1365,0.21422,43.2215,0.2889,44.529,0.26692,43.29,0.28612,45.741,0.27528,46.164,0.2762,45.5465,0.28346,44.7635,0.2965,77.6945,0.2761,39.60337,0.17745
20302,"Claremont","VT",10273,44.2665,0.2649,0.0788770020008087,38.6795,0.67398,14.2865,-0.18698,45.5055,0.2605,43.02575,0.26955,46.777,0.2616,42.56975,0.25783,44.63125,0.23745,43.3785,0.26262,44.9735,0.25166,44.6335,0.23974,44.45225,0.25177,44.3075,0.26354,75.33224,0.23333,40.66025,0.19575
20401,"Providence","RI",49803,43.36875,0.33327,0.0820953398942947,51.06275,0.58563,18.1405,-0.24994,44.79525,0.34657,41.9265,0.32082,48.3165,0.30442,41.43575,0.32767,44.43775,0.29639,42.0415,0.32162,44.8765,0.30646,42.9995,0.31858,43.17825,0.32557,45.04125,0.30797,73.6475,0.2869,45.27025,0.185585
20402,"Nantucket","MA",,,,0.0810810774564743,,,,,,,,,,,,,,,,,,,47.99325,0.12105,48.4535,0.18542,,,,,,0
20403,"Oak Bluffs","MA",483,43.4,0.20332,0.0676691755652428,54.28075,0.48731,,,,,,,,,41.31125,0.17325,42.74175,0.24335,,,46.42025,0.16861,41.723,0.18568,42.462,0.19516,43.26775,0.20791,74.16199,0.17688,48.50156,0.156835
20500,"Boston","MA",143898,44.61025,0.32229,0.104849979281425,48.38025,0.60377,15.92575,-0.22017,46.15675,0.32515,43.0125,0.32054,49.547,0.29632,42.737,0.31152,46.40575,0.28883,42.395,0.30064,47.467,0.27688,44.231,0.2874,44.412,0.30364,47.1095,0.28974,73.67625,0.26049,44.24038,0.19546
20600,"Manchester","NH",43355,44.238,0.29564,0.100151747465134,37.4065,0.65774,15.52,-0.1924,45.34975,0.30667,43.11,0.28416,48.20625,0.26961,42.74225,0.28793,46.02225,0.25677,43.17575,0.26071,45.16075,0.28231,44.6655,0.26866,44.4685,0.28126,44.26975,0.29579,74.987,0.2524,40.00281,0.17282
20700,"Keene","NH",4654,43.1825,0.26594,0.090111643075943,38.36975,0.61339,13.00675,-0.13653,44.5305,0.28166,41.93825,0.25073,46.84025,0.22865,41.81725,0.25973,43.43675,0.25443,42.37075,0.20623,43.65825,0.26233,43.9595,0.2549,43.57725,0.26017,43.1895,0.26574,74.77425,0.25449,41.16075,0.17308
20800,"Springfield","MA",22654,41.49175,0.36607,0.0680504739284515,38.2345,0.66438,21.0295,-0.31542,42.613,0.37868,40.38825,0.35309,47.17875,0.32647,40.588,0.34684,42.55075,0.32687,39.72725,0.33921,43.89425,0.32401,41.81525,0.33133,41.6845,0.34742,44.8305,0.31594,71.30125,0.33801,40.00006,0.19717
20901,"Bridgeport","CT",105261,42.44825,0.35937,0.0786178931593895,43.5715,0.67722,20.495,-0.28776,44.75575,0.35755,40.098,0.36152,46.65225,0.33609,40.6745,0.34946,44.66325,0.31437,40.55725,0.34733,45.59125,0.30825,42.39825,0.32369,42.43425,0.34013,46.618,0.29904,72.41624,0.28681,41.33244,0.210815
20902,"Pittsfield","MA",6102,42.5115,0.30782,0.0865191146731377,40.9715,0.69058,16.96625,-0.22975,43.61625,0.31289,41.37325,0.30485,46.943,0.29092,41.403,0.29576,43.335,0.26816,41.17725,0.32777,43.85225,0.28121,42.81925,0.26601,42.66875,0.28639,42.541,0.3076,73.30425,0.27429,39.67612,0.199255
21001,"Ashland","WI",2092,46.2015,0.3167,0.0910326093435287,47.82025,0.63465,14.28275,-0.16937,46.43525,0.33213,45.953,0.30208,51.09275,0.26155,47.0275,0.31398,46.241,0.28216,43.89175,0.31851,47.7445,0.2823,44.6565,0.32154,45.386,0.3204,47.359,0.28872,76.82925,0.32513,43.58869,0.18051
21002,"Houghton","MI",1706,46.68575,0.28963,0.102272726595402,40.06075,0.67551,16.906,-0.22384,49.215,0.26992,44.0565,0.31254,48.764,0.29744,47.47125,0.28353,46.9245,0.26846,46.04925,0.22921,46.879,0.2904,45.0875,0.32854,45.87,0.30928,46.6795,0.30362,78.2275,0.2291,42.98262,0.20625
21003,"Ironwood","MI",1188,46.2015,0.2977,0.121387280523777,37.89575,0.61487,13.16925,-0.17687,47.38175,0.33515,44.8385,0.2679,50.2355,0.2473,46.93475,0.29247,45.5925,0.29778,,,48.225,0.25184,45.442,0.27308,45.8075,0.2849,46.37575,0.29999,76.52175,0.24963,39.4715,0.14612
21004,"Rhinelander","WI",2501,45.74925,0.30761,0.106280192732811,49.4245,0.60642,15.61925,-0.19843,47.1555,0.26818,44.385,0.34616,48.52825,0.32081,46.70075,0.29895,46.2585,0.29218,43.90125,0.26553,46.8785,0.28814,44.18325,0.31825,44.94025,0.31309,47.187,0.27812,76.92475,0.29479,42.38569,0.19024
21101,"Rice Lake","WI",4129,46.72575,0.32619,0.101526208221912,46.731,0.67084,18.92175,-0.24737,47.67425,0.32409,45.811,0.3274,50.61775,0.28447,47.42625,0.32077,46.45525,0.29085,44.18875,0.28055,48.0115,0.30238,47.682,0.3064,47.2215,0.31542,46.82975,0.32367,79.055,0.27392,43.06081,0.19764
21102,"Amery","WI",2375,46.9005,0.27126,0.128550067543983,47.2285,0.58526,16.03375,-0.15341,48.054,0.25312,45.6995,0.29126,50.0145,0.27906,47.22975,0.26715,47.5805,0.24546,43.87375,0.27507,49.051,0.22816,46.729,0.284,46.81325,0.27761,46.9255,0.27082,77.5775,0.27822,43.74344,0.170785
21201,"Hutchinson","MN",3225,52.64875,0.24307,0.177065759897232,52.8565,0.55038,16.353,-0.17068,54.125,0.26332,51.143,0.22212,54.519,0.20496,53.10325,0.23361,52.219,0.24304,49.1605,0.17246,54.3525,0.21202,52.72575,0.27183,52.715,0.25708,52.62525,0.24293,84.69975,0.17239,45.81825,0.142805
21202,"Redwood Falls","MN",1648,56.181,0.27252,0.197183102369308,65.04025,0.51673,13.92025,-0.16747,57.5265,0.25574,54.97825,0.28601,57.47925,0.27317,56.7735,0.2689,54.08325,0.26829,,,57.593,0.25012,56.00975,0.28443,56.1185,0.2777,56.55775,0.27099,88.02775,0.16327,50.73719,0.15078
21301,"Mankato","MN",6666,51.87625,0.24229,0.126344084739685,56.991,0.48904,15.31525,-0.18291,53.25525,0.25521,50.543,0.22812,54.5915,0.20046,52.64375,0.23235,51.81425,0.22261,49.804,0.20292,53.26475,0.21679,52.00225,0.23569,51.945,0.2386,51.87625,0.24229,85.22475,0.15531,46.69969,0.15256
21302,"Owatonna","MN",4731,48.53875,0.28635,0.137931033968925,49.81825,0.57981,15.909,-0.19328,49.35875,0.30147,47.70925,0.26877,52.29675,0.23279,49.126,0.27364,48.924,0.27292,46.472,0.26376,50.0435,0.25854,49.80525,0.25777,49.20325,0.27109,48.542,0.28584,82.5435,0.1705,44.17488,0.169175
21400,"St. Cloud","MN",11537,51.0245,0.25926,0.126889601349831,50.68875,0.53871,13.11875,-0.13221,52.2225,0.25686,49.844,0.2624,53.7435,0.24018,51.461,0.2522,51.7125,0.23378,47.572,0.32716,53.37325,0.21053,51.2305,0.25114,51.13325,0.25489,51.37625,0.25177,83.0345,0.18466,44.56812,0.154025
21501,"Minneapolis","MN",104015,44.16875,0.33843,0.0852011293172836,45.32825,0.62893,18.36925,-0.24119,45.911,0.34156,42.43225,0.33545,47.48275,0.30947,44.07775,0.33483,47.20825,0.28377,41.908,0.358,47.348,0.28316,44.5215,0.3117,44.37425,0.32397,47.72225,0.28233,75.18525,0.27397,42.39881,0.17838
21502,"Pine City","MN",1770,47.1435,0.31726,0.109697930514812,44.87125,0.63905,18.19725,-0.24363,48.23775,0.33967,45.99075,0.29343,50.193,0.2834,47.17175,0.31543,46.89525,0.30165,44.45375,0.33695,48.77075,0.28047,48.43275,0.29515,47.8035,0.30526,47.15225,0.31705,79.48675,0.25167,41.44044,0.15576
21600,"Brainerd","MN",5817,45.69625,0.31941,0.0842745453119278,49.5655,0.6491,17.128,-0.18152,46.5875,0.32674,44.7875,0.31306,49.7025,0.2875,45.90175,0.31475,45.88925,0.29465,41.4825,0.32666,48.4565,0.26338,45.41325,0.32517,45.55425,0.32197,46.95375,0.29187,77.4915,0.26806,42.84975,0.18769
21701,"Rochester","MN",9754,50.495,0.25388,0.142159849405289,51.1245,0.58366,15.1535,-0.18926,51.20675,0.26619,49.764,0.2426,52.4595,0.23126,50.99475,0.24523,50.33475,0.24827,47.29,0.23012,52.8315,0.21386,51.19225,0.22429,50.8625,0.2383,50.48175,0.25447,83.35799,0.15796,44.90094,0.166755
21702,"Austin","MN",2940,49.126,0.29992,0.117732554674149,54.83225,0.59921,18.94725,-0.22491,49.5785,0.31254,48.7105,0.2879,52.1555,0.2641,49.85925,0.28773,49.61475,0.24151,45.99875,0.18655,50.92225,0.26685,49.17675,0.30679,49.158,0.3028,49.126,0.29992,82.225,0.20668,45.33844,0.178005
21801,"Mason City","IA",3267,49.992,0.3062,0.126598462462425,55.28875,0.61595,16.88525,-0.22315,51.3735,0.33534,48.69225,0.27553,51.94875,0.24295,51.20825,0.29661,48.95875,0.28715,47.04775,0.32679,52.01875,0.26235,52.34775,0.25963,51.2125,0.2811,50.0005,0.30626,81.6625,0.22422,44.99131,0.197
21802,"Decorah","IA",3005,56.56,0.23888,0.165714278817177,62.17675,0.51219,12.88375,-0.13409,58.5625,0.22906,54.49775,0.24839,56.60925,0.24697,58.287,0.22724,55.70125,0.21185,53.437,0.27772,57.9275,0.20734,54.248,0.26664,55.3865,0.25298,56.5585,0.23966,89.27425,0.12305,49.83632,0.16112
21900,"Marshalltown","IA",4463,48.41925,0.29481,0.112634673714638,43.5445,0.67178,23.32475,-0.29989,48.442,0.30628,48.39575,0.28319,51.7585,0.2521,50.0285,0.28542,47.86675,0.29631,46.8725,0.2347,49.479,0.27736,49.468,0.30288,49.00975,0.29679,48.51825,0.30001,80.72625,0.21457,38.97125,0.188965
22001,"Waterloo","IA",9076,48.92125,0.33741,0.122465863823891,54.88025,0.56937,19.26175,-0.25109,50.236,0.33064,47.66125,0.34137,51.75425,0.30601,50.358,0.3288,48.0635,0.32322,44.25575,0.36771,52.76525,0.26073,49.87175,0.32531,49.408,0.3306,51.30675,0.29659,79.7655,0.2737,45.81163,0.17055
22002,"Iowa Falls","IA",1323,51.99925,0.31617,0.135761588811874,55.1495,0.5541,16.854,-0.18976,54.96925,0.27465,49.53525,0.34557,52.076,0.3148,53.546,0.30816,49.82475,0.31215,,,53.96475,0.27019,53.8265,0.2759,52.8895,0.29618,51.99925,0.31617,82.06375,0.25943,43.36625,0.169035
22100,"Iowa City","IA",6968,47.033,0.29344,0.0931849777698517,51.32925,0.60881,19.03375,-0.25129,47.8185,0.31794,46.2925,0.26734,50.54675,0.23771,48.59975,0.28091,47.4975,0.2589,44.2,0.29832,49.11475,0.25599,48.21325,0.27281,47.635,0.2826,46.72675,0.30355,78.4495,0.23778,44.37106,0.191595
22200,"Cedar Rapids","IA",9438,47.5205,0.29206,0.11731843650341,50.83175,0.57691,17.53,-0.22248,49.04925,0.28789,46.01625,0.29653,50.54025,0.27133,48.80525,0.28601,47.58675,0.28235,44.61625,0.29729,50.16525,0.24389,48.41475,0.28811,47.99375,0.28947,47.8475,0.28606,79.07076,0.23915,42.93612,0.17994
22300,"Ottumwa","IA",5766,49.188,0.27572,0.12449799478054,52.53775,0.55711,18.047,-0.23132,50.91325,0.27889,47.5765,0.2713,52.00875,0.24303,51.0975,0.2593,48.33625,0.27181,46.578,0.2532,50.626,0.2486,48.67,0.3126,48.93425,0.29397,49.16925,0.27581,79.144,0.2326,43.79987,0.16627
22400,"Sheboygan","WI",7979,47.17975,0.31199,0.138090819120407,42.08575,0.65579,20.0255,-0.25906,48.57225,0.30041,45.72525,0.32349,51.314,0.28368,48.20175,0.30287,49.507,0.25624,46.628,0.26192,47.591,0.30636,48.7865,0.28406,48.027,0.29676,47.13375,0.31291,80.26974,0.22611,42.19581,0.18505
22500,"Oshkosh","WI",21915,47.7495,0.30238,0.114854969084263,48.82125,0.61009,17.55975,-0.21545,49.255,0.30348,46.26225,0.30025,51.33225,0.26533,48.6895,0.29794,49.6025,0.25894,46.349,0.26684,48.75225,0.28585,48.35825,0.28033,48.07375,0.29063,47.94275,0.30051,80.12875,0.23327,42.56144,0.18528
22601,"Green Bay","WI",11732,47.2485,0.30938,0.0910990387201309,36.63775,0.69723,16.90025,-0.21559,48.0135,0.3227,46.4555,0.29606,50.8935,0.26814,48.1365,0.3037,48.77,0.27752,45.1185,0.2545,48.8885,0.28298,46.723,0.32356,46.9955,0.3163,47.9145,0.29914,79.58175,0.23467,39.21106,0.186725
22602,"Shawano","WI",2526,44.2355,0.35254,0.0839002281427383,32.88925,0.66861,18.9685,-0.21034,46.116,0.34636,42.6055,0.35246,47.88025,0.32861,44.94975,0.34819,43.99425,0.33053,40.59525,0.52261,47.13775,0.27695,43.97525,0.35497,44.1105,0.35334,47.6655,0.28618,76.04775,0.32943,38.54362,0.168315
22700,"Wausau","WI",15598,49.187,0.2764,0.124485269188881,42.32125,0.64445,16.3335,-0.2061,50.6585,0.27114,47.71475,0.28119,51.97225,0.25601,50.28275,0.26771,50.17275,0.24479,46.12025,0.28205,50.97675,0.24183,49.142,0.26468,49.1625,0.27038,49.19175,0.27623,81.86625,0.20457,42.53131,0.18894
22800,"Eau Claire","WI",12019,49.02525,0.27193,0.113019578158855,51.008,0.62692,17.504,-0.22712,50.60525,0.28149,47.44925,0.26225,50.75925,0.24829,50.029,0.25924,48.7515,0.26362,45.47725,0.25257,51.10675,0.23175,49.24975,0.26347,49.14725,0.26725,49.025,0.27184,81.23724,0.19901,45.08387,0.18744
22900,"La Crosse","WI",8803,47.68475,0.29095,0.118193328380585,49.13925,0.65377,17.1105,-0.21502,49.2025,0.29014,46.193,0.29048,50.4105,0.25382,48.6155,0.2839,48.07425,0.25817,44.5015,0.26718,49.6375,0.25374,48.11625,0.26701,47.907,0.27836,47.687,0.291,80.21375,0.22935,42.89344,0.19359
23000,"Monroe","WI",5235,51.01625,0.27437,0.167138814926147,45.74275,0.66103,14.655,-0.17696,52.40575,0.27855,49.5835,0.26766,52.92725,0.25877,52.1845,0.26786,51.20575,0.24115,47.374,0.27064,52.6875,0.24038,51.87,0.24352,51.44,0.25884,50.985,0.27488,82.0455,0.23394,44.10369,0.173695
23100,"Madison","WI",19839,44.4935,0.31606,0.0921911746263504,50.52375,0.63607,17.613,-0.24152,46.36825,0.31881,42.623,0.31292,47.29525,0.28629,45.1185,0.30834,45.92475,0.28419,41.74725,0.32877,47.208,0.2678,45.41675,0.27207,44.96775,0.29311,45.20075,0.30391,76.817,0.24532,42.81469,0.191985
23200,"Dubuque","IA",7279,53.5525,0.25458,0.159482762217522,56.70475,0.55671,15.54,-0.2028,54.5015,0.28498,52.5435,0.22178,55.37625,0.20429,55.02675,0.24851,52.1415,0.26794,48.78075,0.25815,55.8455,0.2089,54.066,0.23436,53.811,0.2442,53.55625,0.25457,84.57024,0.17749,47.13256,0.167455
23301,"Charleston","IL",3643,43.85575,0.35843,0.0958677679300308,49.95,0.69044,22.8145,-0.28366,44.1425,0.40534,43.5965,0.30998,48.76225,0.26897,45.06825,0.34521,43.65825,0.32665,41.8235,0.27234,44.968,0.34236,45,0.33256,44.44275,0.34479,43.78725,0.35965,74.7375,0.32194,41.09781,0.2135
23302,"Douglas","IL",4493,47.42025,0.34221,0.101545251905918,55.99275,0.58415,22.4965,-0.26586,48.65375,0.35607,46.14725,0.32921,50.72375,0.29055,49.09575,0.33011,46.4065,0.33022,44.17725,0.34217,49.30575,0.30243,48.8805,0.36558,48.16625,0.35309,47.42475,0.34219,79.57125,0.28257,41.95069,0.18595
23400,"Bloomington","IL",7362,44.1645,0.34578,0.084586463868618,46.67425,0.65285,22.518,-0.29124,45.7145,0.34702,42.55425,0.34589,47.002,0.31564,44.94025,0.33937,44.7255,0.33166,41.88025,0.32765,46.534,0.3056,44.35325,0.33193,44.262,0.33868,44.1645,0.34578,74.819,0.29708,42.5305,0.20546
23500,"Decatur","IL",13840,42.003,0.38876,0.0677927955985069,45.0085,0.73666,26.203,-0.35388,42.68875,0.40431,41.3155,0.37406,46.31175,0.34491,42.876,0.37824,42.209,0.35292,38.59025,0.39597,45.986,0.31204,42.92375,0.36823,42.4795,0.37786,43.7125,0.37538,73.56125,0.33385,42.67231,0.22404
23600,"Burlington","IA",5834,46.6545,0.3205,0.102279730141163,49.20825,0.64677,19.719,-0.22428,47.3955,0.31982,45.88625,0.32133,50.30375,0.30015,48.013,0.311,46.85525,0.29525,43.83125,0.37805,49.07125,0.26637,46.3085,0.33278,46.4775,0.32634,46.65225,0.32029,77.40601,0.2842,42.13638,0.17452
