"id","dbogota","djamundi","d1993","d1995","d1997","vouch0","sex","age","mom_sch","mom_age","dad_sch","dad_age","stratams","rept6","totscyrs","finish6","finish7","finish8","usngsch","hoursum","working","married","haschild","test_tak","response","svy"
1092,1,0,0,1,0,1,1,13,7,39,6,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1093,1,0,0,1,0,0,0,17,3,40,6,43,0,0,6,1,1,1,0,8,1,0,0,0,1,0
1094,1,0,0,1,0,1,1,14,4,42,5,46,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1096,1,0,0,1,0,1,0,13,8,52,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1097,1,0,0,1,0,0,0,13,11,48,11,67,0,1,3,1,1,0,0,0,0,0,0,0,1,0
1099,1,0,0,1,0,1,1,15,5,31,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1100,1,0,0,1,0,1,1,15,11,31,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1103,1,0,0,1,0,0,1,16,2,37,,,0,0,1,1,0,0,0,40,1,0,0,0,1,1
1104,1,0,0,1,0,1,0,14,8,46,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1107,1,0,0,1,0,0,1,14,6,35,3,49,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1108,1,0,0,1,0,1,1,16,2,35,0,42,0,0,3,1,1,0,0,40,1,0,0,0,1,0
1109,1,0,0,1,0,0,0,14,11,41,11,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1113,1,0,0,1,0,0,1,15,4,51,5,56,0,0,4,1,1,1,0,25,1,0,0,0,1,0
1116,1,0,0,1,0,0,1,15,11,33,9,39,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1117,1,0,0,1,0,1,1,15,5,35,,,0,0,4,1,1,0,0,36,1,0,0,0,1,1
1118,1,0,0,1,0,0,0,14,5,41,5,43,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1120,1,0,0,1,0,1,0,17,9,45,7,44,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1122,1,0,0,1,0,1,1,14,5,47,8,47,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1127,1,0,0,1,0,0,1,15,11,39,4,41,0,0,2,1,0,0,0,40,1,0,0,0,1,0
1129,1,0,0,1,0,1,0,14,8,53,,48,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1131,1,0,0,1,0,1,1,14,9,46,5,46,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1132,1,0,0,1,0,1,0,14,5,46,7,54,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1134,1,0,0,1,0,0,0,13,5,40,1,50,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1135,1,0,0,1,0,0,0,14,3,35,,,0,0,4,1,1,1,0,8,1,0,0,1,1,0
1139,1,0,0,1,0,1,1,18,11,39,7,38,0,1,5,1,1,1,0,0,0,0,0,0,1,1
1142,1,0,0,1,0,1,0,13,11,34,5,39,0,0,3,1,1,1,0,0,0,0,0,0,1,0
1147,1,0,0,1,0,0,1,14,6,34,2,28,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1148,1,0,0,1,0,1,1,15,5,40,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1150,1,0,0,1,0,1,0,15,5,50,5,51,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1152,1,0,0,1,0,1,0,14,3,37,5,52,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1153,1,0,0,1,0,1,0,14,4,39,11,50,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1154,1,0,0,1,0,1,1,15,2,40,5,57,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1158,1,0,0,1,0,1,1,16,9,50,5,49,0,0,3,1,0,0,0,30,1,0,0,0,1,0
1163,1,0,0,1,0,0,0,13,5,30,5,33,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1165,1,0,0,1,0,0,1,14,5,37,0,42,0,0,3,1,1,0,0,0,0,0,0,0,1,0
1166,1,0,0,1,0,0,0,16,8,39,2,43,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1168,1,0,0,1,0,1,1,17,0,58,0,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1173,1,0,0,1,0,1,1,17,4,54,4,56,0,0,4,1,1,1,1,0,1,0,0,0,1,0
1177,1,0,0,1,0,0,0,13,11,36,5,45,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1179,1,0,0,1,0,0,1,16,5,38,5,39,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1183,1,0,0,1,0,0,1,14,5,42,3,43,0,1,4,1,1,0,0,0,1,0,0,0,1,0
1184,1,0,0,1,0,1,1,13,3,48,3,49,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1185,1,0,0,1,0,0,0,15,0,40,3,52,0,1,2,0,0,0,0,0,0,1,1,1,1,0
1189,1,0,0,1,0,0,1,18,7,50,5,56,0,0,3,1,1,1,0,40,1,0,0,1,1,0
1193,1,0,0,1,0,1,0,16,5,35,,,0,0,4,1,1,0,0,40,1,0,0,0,1,0
1194,1,0,0,1,0,1,0,12,4,32,5,35,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1198,1,0,0,1,0,0,1,14,3,40,5,51,0,0,4,1,1,1,0,0,1,0,0,0,1,0
1199,1,0,0,1,0,0,0,13,7,48,5,49,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1200,1,0,0,1,0,1,0,13,10,40,5,37,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1201,1,0,0,1,0,1,1,16,,56,,61,0,0,4,1,1,1,1,20,1,0,0,1,1,0
1204,1,0,0,1,0,0,0,17,,,,,0,0,3,1,1,0,0,40,1,0,0,0,1,0
1208,1,0,0,1,0,1,0,13,9,35,5,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1209,1,0,0,1,0,1,0,15,5,42,5,46,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1210,1,0,0,1,0,0,0,14,1,42,5,42,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1211,1,0,0,1,0,1,0,13,5,37,6,54,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1213,1,0,0,1,0,0,1,17,5,48,11,38,0,,0,0,0,0,0,40,1,0,0,0,1,0
1214,1,0,0,1,0,0,0,14,5,35,1,39,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1218,1,0,0,1,0,1,1,14,5,33,1,43,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1223,1,0,0,1,0,0,0,14,5,44,5,72,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1226,1,0,0,1,0,1,1,15,8,35,9,45,0,1,3,1,1,0,0,0,0,0,0,0,1,0
1227,1,0,0,1,0,1,1,15,6,43,5,48,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1228,1,0,0,1,0,1,1,17,3,35,,,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1235,1,0,0,1,0,1,1,14,,42,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1237,1,0,0,1,0,1,0,14,11,37,5,47,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1238,1,0,0,1,0,0,0,15,0,45,5,46,0,0,5,1,1,1,0,0,0,0,0,0,1,0
1239,1,0,0,1,0,1,0,15,6,33,5,40,0,0,3,1,1,0,0,0,0,0,0,0,1,0
1240,1,0,0,1,0,0,1,16,5,47,5,47,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1244,1,0,0,1,0,0,1,14,7,34,5,36,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1247,1,0,0,1,0,0,1,15,3,39,4,40,1,1,4,1,1,0,0,0,0,0,0,0,1,0
1248,1,0,0,1,0,0,1,14,5,40,11,40,0,0,3,1,1,0,0,0,1,0,0,0,1,0
1250,1,0,0,1,0,1,1,17,9,40,3,42,0,0,6,1,1,1,0,40,1,0,0,0,1,0
1252,1,0,0,1,0,0,0,17,5,59,,,0,0,1,1,0,0,0,40,1,0,0,0,1,0
1255,1,0,0,1,0,1,1,14,2,48,7,49,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1261,1,0,0,1,0,0,0,15,5,37,,42,1,2,3,1,0,0,0,40,1,0,0,0,1,0
1263,1,0,0,1,0,0,0,14,5,35,,,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1264,1,0,0,1,0,1,1,15,5,36,3,56,0,1,5,1,1,1,1,0,0,0,0,0,1,0
1267,1,0,0,1,0,1,0,14,3,38,5,48,0,0,3,1,1,1,0,0,0,0,0,0,1,0
1268,1,0,0,1,0,0,0,14,4,36,3,37,1,0,4,1,1,1,0,0,0,0,0,1,1,0
1271,1,0,0,1,0,1,1,14,6,55,,,1,0,4,1,1,1,1,0,0,0,0,0,1,1
1274,1,0,0,1,0,1,1,14,5,39,5,38,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1277,1,0,0,1,0,1,1,14,9,37,5,39,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1278,1,0,0,1,0,0,0,15,11,34,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1279,1,0,0,1,0,0,1,14,11,34,11,42,1,0,4,1,1,0,0,0,0,0,0,1,1,0
1280,1,0,0,1,0,1,1,15,1,38,,40,0,0,1,1,0,0,0,8,1,0,1,0,1,0
1283,1,0,0,1,0,0,0,14,1,40,3,46,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1287,1,0,0,1,0,1,0,15,11,40,5,43,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1289,1,0,0,1,0,1,0,17,5,45,11,49,0,1,4,1,1,1,0,0,0,0,0,0,1,0
1291,1,0,0,1,0,1,0,14,0,35,0,49,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1295,1,0,0,1,0,1,0,18,3,43,6,47,0,0,3,1,1,1,0,0,0,0,0,0,1,0
1296,1,0,0,1,0,1,1,14,2,45,1,50,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1298,1,0,0,1,0,1,0,17,8,38,8,38,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1299,1,0,0,1,0,1,1,15,5,37,9,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1304,1,0,0,1,0,0,0,18,,41,5,50,1,0,5,1,1,1,0,0,0,0,0,0,1,0
1308,1,0,0,1,0,1,1,14,5,42,5,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1309,1,0,0,1,0,1,0,18,9,36,8,40,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1310,1,0,0,1,0,0,0,15,9,30,11,55,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1311,1,0,0,1,0,0,0,15,6,40,5,45,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1312,1,0,0,1,0,1,1,14,7,38,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1313,1,0,0,1,0,1,0,17,3,40,2,40,0,1,3,1,0,0,0,0,0,0,0,0,1,0
1316,1,0,0,1,0,1,1,16,5,50,,80,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1320,1,0,0,1,0,0,0,15,3,55,,,0,,0,0,0,0,0,0,0,0,0,0,1,0
1322,1,0,0,1,0,1,0,16,5,40,5,45,1,0,2,1,1,0,0,40,1,0,0,0,1,0
1325,1,0,0,1,0,1,1,15,4,43,3,48,0,1,5,1,1,1,1,0,0,0,0,0,1,0
1328,1,0,0,1,0,1,1,14,5,47,2,47,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1329,1,0,0,1,0,1,0,16,5,33,3,35,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1334,1,0,0,1,0,0,1,16,,50,,72,0,1,4,1,1,1,0,4,1,0,0,0,1,0
1336,1,0,0,1,0,0,1,16,6,,,,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1337,1,0,0,1,0,1,1,14,1,42,,44,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1338,1,0,0,1,0,0,0,14,4,33,,34,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1339,1,0,0,1,0,1,1,13,11,36,5,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1341,1,0,0,1,0,1,1,13,11,31,10,34,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1343,1,0,0,1,0,1,0,15,10,48,5,50,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1344,1,0,0,1,0,0,1,18,9,40,9,43,0,1,5,1,1,1,0,0,0,0,0,1,1,0
1349,1,0,0,1,0,1,1,16,8,47,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1352,1,0,0,1,0,0,1,15,,,9,42,0,0,4,1,1,1,0,0,0,0,0,0,1,1
1354,1,0,0,1,0,0,1,14,5,47,5,52,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1358,1,0,0,1,0,0,0,14,,,11,37,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1360,1,0,0,1,0,0,0,17,5,35,5,37,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1364,1,0,0,1,0,1,1,16,0,50,,,0,0,3,1,1,0,1,0,0,0,0,0,1,0
1365,1,0,0,1,0,1,0,15,7,43,8,36,0,0,4,1,1,1,1,12,1,0,0,0,1,0
1366,1,0,0,1,0,1,1,15,7,44,4,49,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1369,1,0,0,1,0,1,1,15,5,50,3,65,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1370,1,0,0,1,0,0,1,14,11,34,11,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1371,1,0,0,1,0,1,1,13,7,40,5,40,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1372,1,0,0,1,0,0,1,15,9,40,6,35,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1373,1,0,0,1,0,1,0,14,8,39,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1375,1,0,0,1,0,1,1,13,5,32,5,42,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1376,1,0,0,1,0,1,1,14,8,41,6,43,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1377,1,0,0,1,0,1,0,15,5,40,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1378,1,0,0,1,0,1,0,14,6,40,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1379,1,0,0,1,0,1,1,15,11,37,,41,0,1,5,1,1,0,1,0,0,0,0,0,1,0
1380,1,0,0,1,0,1,0,16,5,37,9,38,0,0,2,1,0,0,0,0,0,0,0,0,1,0
1381,1,0,0,1,0,1,1,17,11,43,,,0,0,3,1,1,1,0,0,0,0,0,0,1,0
1382,1,0,0,1,0,1,0,15,10,35,8,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1383,1,0,0,1,0,1,0,15,8,15,5,37,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1388,1,0,0,1,0,1,0,14,9,33,9,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1390,1,0,0,1,0,1,0,14,8,37,7,39,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1391,1,0,0,1,0,1,0,18,8,40,,,0,,1,1,1,1,1,0,0,0,0,0,1,1
1392,1,0,0,1,0,0,0,15,5,34,5,44,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1393,1,0,0,1,0,1,0,14,5,45,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1394,1,0,0,1,0,1,1,13,5,34,5,36,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1395,1,0,0,1,0,1,1,15,3,43,0,41,0,1,3,1,0,0,1,0,0,0,0,0,1,0
1397,1,0,0,1,0,0,1,18,5,38,11,34,1,2,6,1,1,1,0,0,0,0,0,0,1,0
1399,1,0,0,1,0,1,1,14,11,40,6,53,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1400,1,0,0,1,0,1,0,18,5,40,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1401,1,0,0,1,0,0,0,16,0,47,1,50,0,,0,0,0,0,0,0,0,1,1,0,1,0
1402,1,0,0,1,0,0,1,15,3,37,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1405,1,0,0,1,0,0,1,17,0,60,0,68,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1406,1,0,0,1,0,0,1,16,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1409,1,0,0,1,0,1,1,16,3,36,5,46,0,0,1,1,0,0,0,8,1,0,0,0,1,0
1412,1,0,0,1,0,0,1,17,5,35,5,55,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1413,1,0,0,1,0,0,1,14,8,40,9,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1418,1,0,0,1,0,0,0,14,9,43,2,43,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1420,1,0,0,1,0,1,0,17,2,51,5,52,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1422,1,0,0,1,0,1,1,19,6,50,7,70,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1423,1,0,0,1,0,1,1,14,,,,,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1424,1,0,0,1,0,0,1,14,6,30,8,43,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1425,1,0,0,1,0,0,0,17,2,46,5,47,1,0,2,1,1,0,0,0,0,1,1,1,1,0
1429,1,0,0,1,0,0,0,14,5,50,2,52,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1431,1,0,0,1,0,0,0,14,11,35,9,35,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1432,1,0,0,1,0,1,1,16,5,53,5,58,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1433,1,0,0,1,0,0,0,14,5,35,6,35,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1434,1,0,0,1,0,1,1,13,5,39,9,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1435,1,0,0,1,0,1,0,16,6,39,11,44,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1437,1,0,0,1,0,1,0,16,,32,,34,1,0,4,1,1,1,1,20,1,0,0,0,1,0
1441,1,0,0,1,0,0,1,14,11,42,5,35,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1442,1,0,0,1,0,0,0,16,,51,,53,0,0,2,1,1,0,0,40,1,0,0,0,1,0
1443,1,0,0,1,0,1,1,13,7,31,5,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1453,1,0,0,1,0,1,1,12,11,39,11,47,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1459,1,0,0,1,0,1,1,16,,37,2,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1460,1,0,0,1,0,1,0,17,5,40,,,1,0,1,1,0,0,0,40,1,0,0,0,1,0
1461,1,0,0,1,0,1,0,15,6,37,6,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1462,1,0,0,1,0,1,1,16,5,46,5,46,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1463,1,0,0,1,0,1,1,14,4,45,5,45,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1465,1,0,0,1,0,0,0,17,5,52,6,54,0,0,4,1,1,1,0,0,1,0,0,0,1,0
1466,1,0,0,1,0,0,0,15,8,49,,,0,0,4,1,1,1,0,20,1,0,0,0,1,0
1467,1,0,0,1,0,1,0,14,9,46,3,48,1,0,3,1,1,0,0,0,1,0,0,0,1,0
1470,1,0,0,1,0,1,1,15,2,36,5,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1473,1,0,0,1,0,1,1,15,2,43,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1474,1,0,0,1,0,0,1,15,5,47,9,39,0,0,4,1,1,1,0,8,1,0,0,0,1,0
1477,1,0,0,1,0,0,0,17,8,41,10,53,1,1,2,0,0,0,0,40,1,0,0,0,1,0
1478,1,0,0,1,0,1,0,14,7,37,,,0,0,4,1,1,0,0,0,0,0,0,1,1,0
1479,1,0,0,1,0,1,1,13,11,48,10,34,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1481,1,0,0,1,0,1,1,14,4,38,6,48,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1483,1,0,0,1,0,1,0,17,3,52,1,61,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1486,1,0,0,1,0,1,0,15,6,38,5,39,0,0,3,1,1,1,0,3,1,0,0,0,1,0
1488,1,0,0,1,0,1,1,16,5,51,,,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1492,1,0,0,1,0,0,0,15,9,45,9,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1493,1,0,0,1,0,0,0,18,5,49,5,53,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1495,1,0,0,1,0,0,0,14,5,40,6,43,0,0,4,1,0,0,0,0,0,0,0,1,1,0
1496,1,0,0,1,0,1,1,14,3,45,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1500,1,0,0,1,0,1,1,14,6,38,5,42,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1501,1,0,0,1,0,1,1,15,10,34,5,38,0,1,5,1,1,1,1,0,0,0,0,0,1,0
1504,1,0,0,1,0,1,0,15,5,34,3,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1507,1,0,0,1,0,1,0,14,7,42,5,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1508,1,0,0,1,0,1,1,14,5,36,0,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1510,1,0,0,1,0,0,1,14,5,34,,,0,0,3,1,1,1,0,0,0,0,1,0,1,0
1511,1,0,0,1,0,0,1,14,11,36,8,36,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1512,1,0,0,1,0,1,0,16,1,50,1,50,0,1,4,1,1,1,0,0,0,0,0,0,1,0
1515,1,0,0,1,0,0,1,16,3,46,5,50,0,0,3,1,1,0,0,0,0,0,0,0,1,0
1517,1,0,0,1,0,1,0,18,5,49,5,52,0,0,5,0,0,0,0,0,0,0,0,1,1,0
1518,1,0,0,1,0,0,1,16,3,40,1,43,0,1,4,1,1,0,0,0,0,0,0,1,1,0
1520,1,0,0,1,0,0,0,14,5,37,5,40,0,0,3,1,1,0,0,0,0,0,0,0,1,0
1522,1,0,0,1,0,0,1,14,8,35,5,48,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1523,1,0,0,1,0,0,0,14,7,43,9,48,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1524,1,0,0,1,0,0,1,14,7,36,6,37,1,1,4,1,1,0,0,0,0,0,0,0,1,0
1530,1,0,0,1,0,1,0,15,5,56,,,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1535,1,0,0,1,0,0,0,14,6,36,11,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1536,1,0,0,1,0,0,0,17,3,35,,,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1539,1,0,0,1,0,1,0,15,,45,,45,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1540,1,0,0,1,0,1,0,15,5,33,,,0,1,3,1,0,0,1,0,0,0,0,1,1,0
1545,1,0,0,1,0,1,0,14,,34,,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1546,1,0,0,1,0,1,0,15,,46,,47,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1547,1,0,0,1,0,1,1,14,6,29,,34,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1548,1,0,0,1,0,1,1,15,,35,,44,0,0,6,1,1,1,0,0,0,0,0,0,1,0
1552,1,0,0,1,0,0,1,14,6,38,1,40,0,1,4,1,0,0,0,0,0,0,0,0,1,0
1554,1,0,0,1,0,1,1,14,,49,,46,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1559,1,0,0,1,0,1,1,15,3,43,9,37,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1560,1,0,0,1,0,1,0,14,,35,,36,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1561,1,0,0,1,0,1,0,15,,36,,38,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1562,1,0,0,1,0,0,1,13,9,38,5,46,0,1,4,1,0,0,0,0,0,0,0,1,1,0
1563,1,0,0,1,0,1,1,15,,46,,49,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1567,1,0,0,1,0,1,0,15,5,46,5,47,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1568,1,0,0,1,0,0,0,17,5,39,,59,0,0,1,0,0,0,0,40,1,0,0,0,1,0
1571,1,0,0,1,0,1,1,14,3,50,11,54,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1574,1,0,0,1,0,1,1,15,7,58,11,61,0,0,1,0,0,0,0,40,1,0,0,0,1,0
1576,1,0,0,1,0,1,0,20,5,44,5,45,1,0,2,1,1,0,0,0,0,1,1,0,1,1
1579,1,0,0,1,0,0,1,18,5,47,7,60,1,0,2,1,0,0,0,0,0,0,0,0,1,0
1580,1,0,0,1,0,1,1,15,10,36,10,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1584,1,0,0,1,0,0,0,16,9,42,,,0,1,4,1,1,0,0,0,0,0,0,1,1,0
1586,1,0,0,1,0,1,0,16,7,35,,,1,0,4,1,1,1,0,0,0,0,0,1,1,1
1587,1,0,0,1,0,0,1,15,4,33,6,42,0,0,1,0,0,0,0,40,1,0,0,0,1,0
1590,1,0,0,1,0,1,0,16,,48,,51,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1591,1,0,0,1,0,0,1,15,5,39,5,40,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1596,1,0,0,1,0,1,1,16,5,37,5,48,0,1,4,1,1,1,0,0,0,0,0,0,1,0
1599,1,0,0,1,0,0,1,16,3,46,,,0,0,3,1,1,0,0,24,1,0,0,0,1,0
1600,1,0,0,1,0,1,1,14,1,55,0,55,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1601,1,0,0,1,0,1,1,15,5,50,5,46,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1604,1,0,0,1,0,0,1,14,5,45,1,45,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1605,1,0,0,1,0,1,1,14,,38,3,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1607,1,0,0,1,0,1,0,16,11,38,7,38,1,0,2,1,1,0,0,0,0,0,0,0,1,0
1608,1,0,0,1,0,1,1,17,5,38,3,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1611,1,0,0,1,0,1,1,16,5,36,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1613,1,0,0,1,0,1,1,14,11,35,8,34,1,0,4,1,1,1,0,0,0,0,0,0,1,0
1614,1,0,0,1,0,1,0,16,,38,,,1,0,2,0,0,0,0,40,1,0,0,0,1,0
1615,1,0,0,1,0,0,0,14,11,50,5,60,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1617,1,0,0,1,0,0,0,16,5,49,,,0,0,5,1,1,1,0,30,1,0,0,0,1,0
1618,1,0,0,1,0,1,1,15,5,43,,44,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1619,1,0,0,1,0,0,1,15,4,32,5,39,1,0,4,1,1,1,0,0,0,0,0,0,1,1
1621,1,0,0,1,0,0,1,14,,37,,39,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1622,1,0,0,1,0,1,0,18,2,58,2,54,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1623,1,0,0,1,0,1,1,15,5,52,5,42,1,1,4,1,1,0,0,0,0,0,0,1,1,0
1624,1,0,0,1,0,1,1,14,3,43,5,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1625,1,0,0,1,0,1,1,15,5,34,5,45,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1628,1,0,0,1,0,0,0,14,5,40,,,0,0,4,1,1,0,0,0,0,0,0,0,1,0
