"year","activity","sex","age_group","hours"
1951,"leisure","female","65+",49.621
1951,"leisure","male","14-17",56.267
1951,"leisure","male","18-24",40.732
1951,"leisure","male","25-54",33.703
1951,"leisure","male","55-64",41.015
1951,"leisure","male","65+",60.319
1952,"leisure","all","14+",38.9132768820523
1952,"leisure","all","14-17",54.3
1952,"leisure","all","18-24",36.72
1952,"leisure","all","25-54",33.86
1952,"leisure","all","55-64",40.46
1952,"leisure","all","65+",54.77
1952,"leisure","female","14-17",52.413
1952,"leisure","female","18-24",35.014
1952,"leisure","female","25-54",34.389
1952,"leisure","female","55-64",39.87
1952,"leisure","female","65+",49.565
1952,"leisure","male","14-17",56.139
1952,"leisure","male","18-24",38.859
1952,"leisure","male","25-54",33.31
1952,"leisure","male","55-64",41.05
1952,"leisure","male","65+",60.639
1953,"leisure","all","14+",38.8807355350602
1953,"leisure","all","14-17",54.06
1953,"leisure","all","18-24",35.85
1953,"leisure","all","25-54",33.87
1953,"leisure","all","55-64",40.36
1953,"leisure","all","65+",55.02
1953,"leisure","female","14-17",52.178
1953,"leisure","female","18-24",34.506
1953,"leisure","female","25-54",34.127
1953,"leisure","female","55-64",39.555
1953,"leisure","female","65+",49.611
1953,"leisure","male","14-17",55.911
1953,"leisure","male","18-24",38.099
1953,"leisure","male","25-54",33.613
1953,"leisure","male","55-64",41.169
1953,"leisure","male","65+",61.159
1954,"leisure","all","14+",39.7419518901671
1954,"leisure","all","14-17",54.22
1954,"leisure","all","18-24",36.42
1954,"leisure","all","25-54",34.93
1954,"leisure","all","55-64",41.18
1954,"leisure","all","65+",55.51
1954,"leisure","female","14-17",52.206
1954,"leisure","female","18-24",34.519
1954,"leisure","female","25-54",34.297
1954,"leisure","female","55-64",39.661
1954,"leisure","female","65+",49.641
1954,"leisure","male","14-17",56.19
1954,"leisure","male","18-24",38.685
1954,"leisure","male","25-54",35.576
1954,"leisure","male","55-64",42.749
1954,"leisure","male","65+",62.228
1955,"leisure","all","14+",39.298178968948
1955,"leisure","all","14-17",54.37
1955,"leisure","all","18-24",35.99
1955,"leisure","all","25-54",34.33
1955,"leisure","all","55-64",40.53
1955,"leisure","all","65+",55.48
1955,"leisure","female","14-17",52.377
1955,"leisure","female","18-24",34.014
1955,"leisure","female","25-54",34.004
1955,"leisure","female","55-64",39.468
1955,"leisure","female","65+",49.649
1955,"leisure","male","14-17",56.326
1955,"leisure","male","18-24",37.373
1955,"leisure","male","25-54",34.671
1955,"leisure","male","55-64",41.644
1955,"leisure","male","65+",62.22
1956,"leisure","all","14+",39.1826345339164
1956,"leisure","all","14-17",54.34
1956,"leisure","all","18-24",35.42
1956,"leisure","all","25-54",34.1
1956,"leisure","all","55-64",40.37
1956,"leisure","all","65+",55.56
1956,"leisure","female","14-17",52.306
1956,"leisure","female","18-24",33.602
1956,"leisure","female","25-54",33.863
1956,"leisure","female","55-64",39.381
1956,"leisure","female","65+",49.581
1956,"leisure","male","14-17",56.341
1956,"leisure","male","18-24",36.933
1956,"leisure","male","25-54",34.348
1956,"leisure","male","55-64",41.395
1956,"leisure","male","65+",62.542
1957,"leisure","all","14+",39.530816925935
1957,"leisure","all","14-17",54.61
1957,"leisure","all","18-24",35.26
1957,"leisure","all","25-54",34.44
1957,"leisure","all","55-64",40.33
1957,"leisure","all","65+",55.72
1957,"leisure","female","14-17",52.411
1957,"leisure","female","18-24",33.523
1957,"leisure","female","25-54",33.915
1957,"leisure","female","55-64",39.089
1957,"leisure","female","65+",49.543
1957,"leisure","male","14-17",56.762
1957,"leisure","male","18-24",37.111
1957,"leisure","male","25-54",34.996
1957,"leisure","male","55-64",41.638
1957,"leisure","male","65+",62.987
1958,"leisure","all","14+",40.3360694829585
1958,"leisure","all","14-17",54.97
1958,"leisure","all","18-24",36.37
1958,"leisure","all","25-54",35.24
1958,"leisure","all","55-64",40.93
1958,"leisure","all","65+",56.04
1958,"leisure","female","14-17",52.637
1958,"leisure","female","18-24",33.904
1958,"leisure","female","25-54",34.088
1958,"leisure","female","55-64",39.189
1958,"leisure","female","65+",49.622
1958,"leisure","male","14-17",57.261
1958,"leisure","male","18-24",38.956
1958,"leisure","male","25-54",36.466
1958,"leisure","male","55-64",42.778
1958,"leisure","male","65+",63.655
1959,"leisure","all","14+",40.0898590160519
1959,"leisure","all","14-17",54.63
1959,"leisure","all","18-24",36.62
1959,"leisure","all","25-54",34.75
1959,"leisure","all","55-64",40.56
1959,"leisure","all","65+",56
1959,"leisure","female","14-17",52.323
1959,"leisure","female","18-24",33.638
1959,"leisure","female","25-54",33.717
1959,"leisure","female","55-64",38.942
1959,"leisure","female","65+",49.534
1959,"leisure","male","14-17",56.902
1959,"leisure","male","18-24",39.769
1959,"leisure","male","25-54",35.846
1959,"leisure","male","55-64",42.297
1959,"leisure","male","65+",63.739
1960,"leisure","all","14+",39.8122164674428
1960,"leisure","all","14-17",54.47
1960,"leisure","all","18-24",37.05
1960,"leisure","all","25-54",34.21
1960,"leisure","all","55-64",40.07
1960,"leisure","all","65+",56
1960,"leisure","female","14-17",52.219
1960,"leisure","female","18-24",33.898
1960,"leisure","female","25-54",33.329
1960,"leisure","female","55-64",38.567
1960,"leisure","female","65+",49.517
1960,"leisure","male","14-17",56.675
1960,"leisure","male","18-24",40.381
1960,"leisure","male","25-54",35.14
1960,"leisure","male","55-64",41.69
1960,"leisure","male","65+",63.832
1961,"leisure","all","14+",39.9016404769515
1961,"leisure","all","14-17",54.61
1961,"leisure","all","18-24",37.8
1961,"leisure","all","25-54",34.01
1961,"leisure","all","55-64",39.68
1961,"leisure","all","65+",56.08
1961,"leisure","female","14-17",52.252
1961,"leisure","female","18-24",34.326
1961,"leisure","female","25-54",32.847
1961,"leisure","female","55-64",38.25
1961,"leisure","female","65+",49.564
1961,"leisure","male","14-17",56.909
1961,"leisure","male","18-24",41.464
1961,"leisure","male","25-54",35.233
1961,"leisure","male","55-64",41.234
1961,"leisure","male","65+",64.032
1962,"leisure","all","14+",39.7150329452146
1962,"leisure","all","14-17",54.78
1962,"leisure","all","18-24",37.85
1962,"leisure","all","25-54",33.52
1962,"leisure","all","55-64",39.18
1962,"leisure","all","65+",56.04
1962,"leisure","female","14-17",52.406
1962,"leisure","female","18-24",34.577
1962,"leisure","female","25-54",32.324
1962,"leisure","female","55-64",37.972
1962,"leisure","female","65+",49.517
1962,"leisure","male","14-17",57.1
1962,"leisure","male","18-24",41.316
1962,"leisure","male","25-54",34.791
1962,"leisure","male","55-64",40.496
1962,"leisure","male","65+",64.094
1963,"leisure","all","14+",39.7032076120866
1963,"leisure","all","14-17",54.73
1963,"leisure","all","18-24",37.77
1963,"leisure","all","25-54",33.22
1963,"leisure","all","55-64",38.91
1963,"leisure","all","65+",56.63
1963,"leisure","female","14-17",52.053
1963,"leisure","female","18-24",34.123
1963,"leisure","female","25-54",32.296
1963,"leisure","female","55-64",36.992
1963,"leisure","female","65+",49.838
1963,"leisure","male","14-17",57.357
1963,"leisure","male","18-24",41.663
1963,"leisure","male","25-54",34.203
1963,"leisure","male","55-64",40.999
1963,"leisure","male","65+",65.108
1964,"leisure","all","14+",39.5861757474567
1964,"leisure","all","14-17",54.6
1964,"leisure","all","18-24",37.61
1964,"leisure","all","25-54",32.78
1964,"leisure","all","55-64",39.24
1964,"leisure","all","65+",56.47
1964,"leisure","female","14-17",52.141
1964,"leisure","female","18-24",34.133
1964,"leisure","female","25-54",31.527
1964,"leisure","female","55-64",37.877
1964,"leisure","female","65+",49.591
1964,"leisure","male","14-17",57.02
1964,"leisure","male","18-24",41.323
1964,"leisure","male","25-54",34.106
1964,"leisure","male","55-64",40.726
1964,"leisure","male","65+",65.13
1965,"leisure","all","14+",38.9947181635666
1965,"leisure","all","14-17",54.61
1965,"leisure","all","18-24",36.95
1965,"leisure","all","25-54",32.04
1965,"leisure","all","55-64",38.43
1965,"leisure","all","65+",56.25
1965,"leisure","female","14-17",52.405
1965,"leisure","female","18-24",34.148
1965,"leisure","female","25-54",30.976
1965,"leisure","female","55-64",37.22
1965,"leisure","female","65+",49.57
1965,"leisure","male","14-17",56.77
1965,"leisure","male","18-24",39.929
1965,"leisure","male","25-54",33.163
1965,"leisure","male","55-64",39.752
1965,"leisure","male","65+",64.775
1966,"leisure","all","14+",39.172307294668
1966,"leisure","all","14-17",54.05
1966,"leisure","all","18-24",37.03
1966,"leisure","all","25-54",32.14
1966,"leisure","all","55-64",38.81
1966,"leisure","all","65+",56.92
1966,"leisure","female","14-17",51.942
1966,"leisure","female","18-24",34.626
1966,"leisure","female","25-54",31.728
1966,"leisure","female","55-64",37.908
1966,"leisure","female","65+",50.824
1966,"leisure","male","14-17",56.103
1966,"leisure","male","18-24",39.59
1966,"leisure","male","25-54",32.589
1966,"leisure","male","55-64",39.8
1966,"leisure","male","65+",64.774
1967,"leisure","all","14+",39.8494661243942
1967,"leisure","all","14-17",53.91
1967,"leisure","all","18-24",37.67
1967,"leisure","all","25-54",32.67
1967,"leisure","all","55-64",40
1967,"leisure","all","65+",58.04
1967,"leisure","female","14-17",51.876
1967,"leisure","female","18-24",35.048
1967,"leisure","female","25-54",32.356
1967,"leisure","female","55-64",39.872
1967,"leisure","female","65+",52.549
1967,"leisure","male","14-17",55.897
1967,"leisure","male","18-24",40.452
1967,"leisure","male","25-54",33.008
1967,"leisure","male","55-64",40.139
1967,"leisure","male","65+",65.172
1968,"leisure","all","14+",40.3324885416611
1968,"leisure","all","14-17",53.96
1968,"leisure","all","18-24",38.13
1968,"leisure","all","25-54",33.28
1968,"leisure","all","55-64",40.22
1968,"leisure","all","65+",58.33
1968,"leisure","female","14-17",51.865
1968,"leisure","female","18-24",35.836
1968,"leisure","female","25-54",33.139
1968,"leisure","female","55-64",39.58
1968,"leisure","female","65+",53.03
1968,"leisure","male","14-17",56
1968,"leisure","male","18-24",40.573
1968,"leisure","male","25-54",33.451
1968,"leisure","male","55-64",40.926
1968,"leisure","male","65+",65.295
1969,"leisure","all","14+",40.685689939602
1969,"leisure","all","14-17",53.88
1969,"leisure","all","18-24",38.64
1969,"leisure","all","25-54",33.6
1969,"leisure","all","55-64",40.46
1969,"leisure","all","65+",58.78
1969,"leisure","female","14-17",51.958
1969,"leisure","female","18-24",36.539
1969,"leisure","female","25-54",33.687
1969,"leisure","female","55-64",40.037
1969,"leisure","female","65+",53.915
1969,"leisure","male","14-17",55.75
1969,"leisure","male","18-24",40.912
1969,"leisure","male","25-54",33.522
1969,"leisure","male","55-64",40.926
1969,"leisure","male","65+",65.221
1970,"leisure","all","14+",41.7404319231556
1970,"leisure","all","14-17",53.93
1970,"leisure","all","18-24",39.93
1970,"leisure","all","25-54",34.84
1970,"leisure","all","55-64",41.33
1970,"leisure","all","65+",59.52
1970,"leisure","female","14-17",51.9
1970,"leisure","female","18-24",37.67
1970,"leisure","female","25-54",34.735
1970,"leisure","female","55-64",40.73
1970,"leisure","female","65+",55.091
1970,"leisure","male","14-17",55.908
1970,"leisure","male","18-24",42.342
1970,"leisure","male","25-54",34.944
1970,"leisure","male","55-64",41.978
1970,"leisure","male","65+",65.461
1971,"leisure","all","14+",42.3191333825227
1971,"leisure","all","14-17",54.17
1971,"leisure","all","18-24",41.34
1971,"leisure","all","25-54",35.17
1971,"leisure","all","55-64",41.4
1971,"leisure","all","65+",60.46
1971,"leisure","female","14-17",52.096
1971,"leisure","female","18-24",39.363
1971,"leisure","female","25-54",35.124
1971,"leisure","female","55-64",40.952
1971,"leisure","female","65+",56.355
1971,"leisure","male","14-17",56.175
1971,"leisure","male","18-24",43.451
1971,"leisure","male","25-54",35.218
1971,"leisure","male","55-64",41.894
1971,"leisure","male","65+",66.012
1972,"leisure","all","14+",42.5349259686097
1972,"leisure","all","14-17",54.39
1972,"leisure","all","18-24",40.73
1972,"leisure","all","25-54",35.52
1972,"leisure","all","55-64",41.91
1972,"leisure","all","65+",61
1972,"leisure","female","14-17",52.435
1972,"leisure","female","18-24",39.19
1972,"leisure","female","25-54",35.546
1972,"leisure","female","55-64",41.717
1972,"leisure","female","65+",57.21
1972,"leisure","male","14-17",56.278
1972,"leisure","male","18-24",42.38
1972,"leisure","male","25-54",35.495
1972,"leisure","male","55-64",42.133
1972,"leisure","male","65+",66.145
1973,"leisure","all","14+",42.7921864061356
1973,"leisure","all","14-17",54.16
1973,"leisure","all","18-24",40.06
1973,"leisure","all","25-54",35.86
1973,"leisure","all","55-64",42.82
1973,"leisure","all","65+",61.89
1973,"leisure","female","14-17",52.577
1973,"leisure","female","18-24",39.398
1973,"leisure","female","25-54",36.145
1973,"leisure","female","55-64",42.602
1973,"leisure","female","65+",58.65
1973,"leisure","male","14-17",55.687
1973,"leisure","male","18-24",40.741
1973,"leisure","male","25-54",35.56
1973,"leisure","male","55-64",43.065
1973,"leisure","male","65+",66.332
1974,"leisure","all","14+",43.4951789108474
1974,"leisure","all","14-17",53.93
1974,"leisure","all","18-24",40.74
1974,"leisure","all","25-54",36.64
1974,"leisure","all","55-64",43.87
1974,"leisure","all","65+",62.77
1974,"leisure","female","14-17",52.4
1974,"leisure","female","18-24",39.778
1974,"leisure","female","25-54",36.773
1974,"leisure","female","55-64",43.954
1974,"leisure","female","65+",59.816
1974,"leisure","male","14-17",55.394
1974,"leisure","male","18-24",41.754
1974,"leisure","male","25-54",36.502
1974,"leisure","male","55-64",43.779
1974,"leisure","male","65+",66.854
1975,"leisure","all","14+",44.5341611309798
1975,"leisure","all","14-17",54.22
1975,"leisure","all","18-24",42.61
1975,"leisure","all","25-54",37.55
1975,"leisure","all","55-64",45.21
1975,"leisure","all","65+",63.5
1975,"leisure","female","14-17",52.597
1975,"leisure","female","18-24",40.914
1975,"leisure","female","25-54",37.295
1975,"leisure","female","55-64",44.448
1975,"leisure","female","65+",60.945
1975,"leisure","male","14-17",55.793
1975,"leisure","male","18-24",44.391
1975,"leisure","male","25-54",37.819
1975,"leisure","male","55-64",46.057
1975,"leisure","male","65+",67.05
1976,"leisure","all","14+",44.4924651639283
1976,"leisure","all","14-17",54.22
1976,"leisure","all","18-24",42.99
1976,"leisure","all","25-54",37.27
1976,"leisure","all","55-64",45.49
1976,"leisure","all","65+",63.52
1976,"leisure","female","14-17",52.373
1976,"leisure","female","18-24",41.434
1976,"leisure","female","25-54",37.15
1976,"leisure","female","55-64",44.967
1976,"leisure","female","65+",60.848
1976,"leisure","male","14-17",56.006
1976,"leisure","male","18-24",44.607
1976,"leisure","male","25-54",37.396
1976,"leisure","male","55-64",46.084
1976,"leisure","male","65+",67.269
1977,"leisure","all","14+",44.2366574145931
1977,"leisure","all","14-17",54.05
1977,"leisure","all","18-24",42.45
1977,"leisure","all","25-54",36.92
1977,"leisure","all","55-64",45.47
1977,"leisure","all","65+",63.73
1977,"leisure","female","14-17",52.436
1977,"leisure","female","18-24",41.314
1977,"leisure","female","25-54",37.017
1977,"leisure","female","55-64",45.234
1977,"leisure","female","65+",60.928
1977,"leisure","male","14-17",55.602
1977,"leisure","male","18-24",43.637
1977,"leisure","male","25-54",36.819
1977,"leisure","male","55-64",45.744
1977,"leisure","male","65+",67.69
1978,"leisure","all","14+",43.8144617881992
1978,"leisure","all","14-17",53.55
1978,"leisure","all","18-24",42.52
1978,"leisure","all","25-54",36.32
1978,"leisure","all","55-64",44.91
1978,"leisure","all","65+",63.66
1978,"leisure","female","14-17",52.18
1978,"leisure","female","18-24",41.242
1978,"leisure","female","25-54",36.391
1978,"leisure","female","55-64",44.711
1978,"leisure","female","65+",60.907
1978,"leisure","male","14-17",54.88
1978,"leisure","male","18-24",43.834
1978,"leisure","male","25-54",36.239
1978,"leisure","male","55-64",45.149
1978,"leisure","male","65+",67.556
1979,"leisure","all","14+",43.8061796649075
1979,"leisure","all","14-17",53.29
1979,"leisure","all","18-24",42.04
1979,"leisure","all","25-54",36.53
1979,"leisure","all","55-64",45.36
1979,"leisure","all","65+",63.48
1979,"leisure","female","14-17",51.836
1979,"leisure","female","18-24",40.759
1979,"leisure","female","25-54",36.638
1979,"leisure","female","55-64",44.964
1979,"leisure","female","65+",60.865
1979,"leisure","male","14-17",54.697
1979,"leisure","male","18-24",43.343
1979,"leisure","male","25-54",36.402
1979,"leisure","male","55-64",45.805
1979,"leisure","male","65+",67.23
1980,"leisure","all","14+",44.3449932511626
1980,"leisure","all","14-17",54.04
1980,"leisure","all","18-24",43.11
1980,"leisure","all","25-54",37.05
1980,"leisure","all","55-64",46.22
1980,"leisure","all","65+",63.38
1980,"leisure","female","14-17",52.702
1980,"leisure","female","18-24",41.581
1980,"leisure","female","25-54",36.466
1980,"leisure","female","55-64",45.577
1980,"leisure","female","65+",60.857
1980,"leisure","male","14-17",55.316
1980,"leisure","male","18-24",44.662
1980,"leisure","male","25-54",37.656
1980,"leisure","male","55-64",46.952
1980,"leisure","male","65+",67.007
1981,"leisure","all","14+",44.6302639625183
1981,"leisure","all","14-17",54.43
1981,"leisure","all","18-24",43.57
1981,"leisure","all","25-54",37.48
1981,"leisure","all","55-64",46.4
1981,"leisure","all","65+",63.36
1981,"leisure","female","14-17",52.897
1981,"leisure","female","18-24",42.049
1981,"leisure","female","25-54",36.835
1981,"leisure","female","55-64",45.308
1981,"leisure","female","65+",60.804
1981,"leisure","male","14-17",55.903
1981,"leisure","male","18-24",45.118
1981,"leisure","male","25-54",38.142
1981,"leisure","male","55-64",47.642
1981,"leisure","male","65+",67.058
1982,"leisure","all","14+",44.6131088699936
1982,"leisure","all","14-17",54.87
1982,"leisure","all","18-24",44.1
1982,"leisure","all","25-54",37.34
1982,"leisure","all","55-64",46.28
1982,"leisure","all","65+",63.31
1982,"leisure","female","14-17",53.056
1982,"leisure","female","18-24",42.37
1982,"leisure","female","25-54",36.551
1982,"leisure","female","55-64",45.413
1982,"leisure","female","65+",60.873
1982,"leisure","male","14-17",56.633
1982,"leisure","male","18-24",45.863
1982,"leisure","male","25-54",38.151
1982,"leisure","male","55-64",47.276
1982,"leisure","male","65+",66.835
1983,"leisure","all","14+",44.3489618285138
1983,"leisure","all","14-17",55.27
1983,"leisure","all","18-24",44.33
1983,"leisure","all","25-54",36.83
1983,"leisure","all","55-64",46.13
1983,"leisure","all","65+",63.17
1983,"leisure","female","14-17",53.502
1983,"leisure","female","18-24",42.279
1983,"leisure","female","25-54",36.034
1983,"leisure","female","55-64",45.024
1983,"leisure","female","65+",60.842
1983,"leisure","male","14-17",56.966
1983,"leisure","male","18-24",46.391
1983,"leisure","male","25-54",37.648
1983,"leisure","male","55-64",47.377
1983,"leisure","male","65+",66.533
1984,"leisure","all","14+",43.5051640807082
1984,"leisure","all","14-17",54.78
1984,"leisure","all","18-24",43.02
1984,"leisure","all","25-54",35.7
1984,"leisure","all","55-64",45.96
1984,"leisure","all","65+",63.3
1984,"leisure","female","14-17",53.309
1984,"leisure","female","18-24",41.917
1984,"leisure","female","25-54",35.544
1984,"leisure","female","55-64",44.735
1984,"leisure","female","65+",60.803
1984,"leisure","male","14-17",56.2
1984,"leisure","male","18-24",44.124
1984,"leisure","male","25-54",35.867
1984,"leisure","male","55-64",47.356
1984,"leisure","male","65+",66.917
1985,"leisure","all","14+",43.2263036943606
1985,"leisure","all","14-17",54.33
1985,"leisure","all","18-24",42.65
1985,"leisure","all","25-54",35.4
1985,"leisure","all","55-64",45.8
1985,"leisure","all","65+",63.31
1985,"leisure","female","14-17",52.688
1985,"leisure","female","18-24",41.435
1985,"leisure","female","25-54",35.272
1985,"leisure","female","55-64",44.78
1985,"leisure","female","65+",60.939
1985,"leisure","male","14-17",55.896
1985,"leisure","male","18-24",43.862
1985,"leisure","male","25-54",35.544
1985,"leisure","male","55-64",46.939
1985,"leisure","male","65+",66.748
1986,"leisure","all","14+",42.7670607424065
1986,"leisure","all","14-17",54
1986,"leisure","all","18-24",42
1986,"leisure","all","25-54",34.8
1986,"leisure","all","55-64",45.96
1986,"leisure","all","65+",63.2
1986,"leisure","female","14-17",52.433
1986,"leisure","female","18-24",40.648
1986,"leisure","female","25-54",34.537
1986,"leisure","female","55-64",44.933
1986,"leisure","female","65+",60.772
1986,"leisure","male","14-17",55.504
1986,"leisure","male","18-24",43.353
1986,"leisure","male","25-54",35.089
1986,"leisure","male","55-64",47.111
1986,"leisure","male","65+",66.696
1987,"leisure","all","14+",42.4155426382995
1987,"leisure","all","14-17",53.8
1987,"leisure","all","18-24",41.69
1987,"leisure","all","25-54",34.46
1987,"leisure","all","55-64",45.6
1987,"leisure","all","65+",63.04
1987,"leisure","female","14-17",52.189
1987,"leisure","female","18-24",40.352
1987,"leisure","female","25-54",34.127
1987,"leisure","female","55-64",45.039
1987,"leisure","female","65+",60.661
1987,"leisure","male","14-17",55.321
1987,"leisure","male","18-24",43.019
1987,"leisure","male","25-54",34.804
1987,"leisure","male","55-64",46.234
1987,"leisure","male","65+",66.497
1988,"leisure","all","14+",41.715854783877
1988,"leisure","all","14-17",53.4
1988,"leisure","all","18-24",41.25
1988,"leisure","all","25-54",33.59
1988,"leisure","all","55-64",45.3
1988,"leisure","all","65+",62.71
1988,"leisure","female","14-17",51.813
1988,"leisure","female","18-24",39.841
1988,"leisure","female","25-54",33.296
1988,"leisure","female","55-64",44.417
1988,"leisure","female","65+",60.371
1988,"leisure","male","14-17",54.919
1988,"leisure","male","18-24",42.663
1988,"leisure","male","25-54",33.881
1988,"leisure","male","55-64",46.315
1988,"leisure","male","65+",66.092
1989,"leisure","all","14+",41.3302617212988
1989,"leisure","all","14-17",53.24
1989,"leisure","all","18-24",41.09
1989,"leisure","all","25-54",33.25
1989,"leisure","all","55-64",44.62
1989,"leisure","all","65+",62.46
1989,"leisure","female","14-17",51.723
1989,"leisure","female","18-24",40.086
1989,"leisure","female","25-54",33.069
1989,"leisure","female","55-64",43.733
1989,"leisure","female","65+",60.103
1989,"leisure","male","14-17",54.703
1989,"leisure","male","18-24",42.087
1989,"leisure","male","25-54",33.453
1989,"leisure","male","55-64",45.609
1989,"leisure","male","65+",65.875
1990,"leisure","all","14+",41.4034762883525
1990,"leisure","all","14-17",53.46
1990,"leisure","all","18-24",41.36
1990,"leisure","all","25-54",33.34
1990,"leisure","all","55-64",44.87
1990,"leisure","all","65+",62.35
1990,"leisure","female","14-17",51.722
1990,"leisure","female","18-24",39.625
1990,"leisure","female","25-54",32.835
1990,"leisure","female","55-64",43.834
1990,"leisure","female","65+",59.957
1990,"leisure","male","14-17",55.103
1990,"leisure","male","18-24",43.053
1990,"leisure","male","25-54",33.862
1990,"leisure","male","55-64",46.046
1990,"leisure","male","65+",65.815
1991,"leisure","all","14+",41.7407957585723
1991,"leisure","all","14-17",54.01
1991,"leisure","all","18-24",42.26
1991,"leisure","all","25-54",33.79
1991,"leisure","all","55-64",44.49
1991,"leisure","all","65+",62.35
1991,"leisure","female","14-17",52.369
1991,"leisure","female","18-24",40.203
1991,"leisure","female","25-54",32.764
1991,"leisure","female","55-64",43.592
1991,"leisure","female","65+",59.968
1991,"leisure","male","14-17",55.58
1991,"leisure","male","18-24",44.284
1991,"leisure","male","25-54",34.849
1991,"leisure","male","55-64",45.499
1991,"leisure","male","65+",65.78
1992,"leisure","all","14+",41.9854374967172
1992,"leisure","all","14-17",54.44
1992,"leisure","all","18-24",42.81
1992,"leisure","all","25-54",34.04
1992,"leisure","all","55-64",44.81
1992,"leisure","all","65+",62.28
1992,"leisure","female","14-17",52.829
1992,"leisure","female","18-24",40.236
1992,"leisure","female","25-54",32.676
1992,"leisure","female","55-64",43.705
1992,"leisure","female","65+",59.981
1992,"leisure","male","14-17",55.959
1992,"leisure","male","18-24",45.327
1992,"leisure","male","25-54",35.443
1992,"leisure","male","55-64",46.046
1992,"leisure","male","65+",65.572
1993,"leisure","all","14+",41.5818110188845
1993,"leisure","all","14-17",54.3
1993,"leisure","all","18-24",42.46
1993,"leisure","all","25-54",33.52
1993,"leisure","all","55-64",43.88
1993,"leisure","all","65+",62.46
1993,"leisure","female","14-17",52.86
1993,"leisure","female","18-24",40.449
1993,"leisure","female","25-54",32.242
1993,"leisure","female","55-64",43.042
1993,"leisure","female","65+",59.958
1993,"leisure","male","14-17",55.677
1993,"leisure","male","18-24",44.433
1993,"leisure","male","25-54",34.842
1993,"leisure","male","55-64",44.814
1993,"leisure","male","65+",66.051
1994,"leisure","all","14+",41.1540430557796
1994,"leisure","all","14-17",53.91
1994,"leisure","all","18-24",41.23
1994,"leisure","all","25-54",33.01
1994,"leisure","all","55-64",44.64
1994,"leisure","all","65+",62.14
1994,"leisure","female","14-17",52.418
1994,"leisure","female","18-24",39.466
1994,"leisure","female","25-54",32.18
1994,"leisure","female","55-64",43.015
1994,"leisure","female","65+",59.787
1994,"leisure","male","14-17",55.318
1994,"leisure","male","18-24",42.955
1994,"leisure","male","25-54",33.866
1994,"leisure","male","55-64",46.458
1994,"leisure","male","65+",65.507
1995,"leisure","all","14+",40.9959966495795
1995,"leisure","all","14-17",53.46
1995,"leisure","all","18-24",40.81
1995,"leisure","all","25-54",33.04
1995,"leisure","all","55-64",43.99
1995,"leisure","all","65+",62.02
1995,"leisure","female","14-17",52.174
1995,"leisure","female","18-24",39.532
1995,"leisure","female","25-54",32.389
1995,"leisure","female","55-64",42.903
1995,"leisure","female","65+",59.7
1995,"leisure","male","14-17",54.684
1995,"leisure","male","18-24",42.071
1995,"leisure","male","25-54",33.703
1995,"leisure","male","55-64",45.204
1995,"leisure","male","65+",65.302
1996,"leisure","all","14+",40.8975017466881
1996,"leisure","all","14-17",53.41
1996,"leisure","all","18-24",41.07
1996,"leisure","all","25-54",32.96
1996,"leisure","all","55-64",43.66
1996,"leisure","all","65+",61.75
1996,"leisure","female","14-17",51.81
1996,"leisure","female","18-24",39.465
1996,"leisure","female","25-54",31.928
1996,"leisure","female","55-64",42.639
1996,"leisure","female","65+",59.591
1996,"leisure","male","14-17",54.93
1996,"leisure","male","18-24",42.652
1996,"leisure","male","25-54",34.014
1996,"leisure","male","55-64",44.796
1996,"leisure","male","65+",64.809
1997,"leisure","all","14+",40.458345387005
1997,"leisure","all","14-17",53.39
1997,"leisure","all","18-24",41.11
1997,"leisure","all","25-54",32.33
1997,"leisure","all","55-64",42.9
1997,"leisure","all","65+",61.7
1997,"leisure","female","14-17",51.852
1997,"leisure","female","18-24",39.133
1997,"leisure","female","25-54",31.498
1997,"leisure","female","55-64",41.623
1997,"leisure","female","65+",59.469
1997,"leisure","male","14-17",54.847
1997,"leisure","male","18-24",43.045
1997,"leisure","male","25-54",33.19
1997,"leisure","male","55-64",44.315
1997,"leisure","male","65+",64.833
1998,"leisure","all","14+",40.4598781201712
1998,"leisure","all","14-17",52.96
1998,"leisure","all","18-24",41.42
1998,"leisure","all","25-54",32.35
1998,"leisure","all","55-64",42.76
1998,"leisure","all","65+",61.69
1998,"leisure","female","14-17",51.586
1998,"leisure","female","18-24",39.487
1998,"leisure","female","25-54",31.529
1998,"leisure","female","55-64",41.336
1998,"leisure","female","65+",59.182
1998,"leisure","male","14-17",54.268
1998,"leisure","male","18-24",43.316
1998,"leisure","male","25-54",33.192
1998,"leisure","male","55-64",44.318
1998,"leisure","male","65+",65.204
1999,"leisure","all","14+",40.1171526607621
1999,"leisure","all","14-17",53.32
1999,"leisure","all","18-24",41.18
1999,"leisure","all","25-54",31.89
1999,"leisure","all","55-64",42.3
1999,"leisure","all","65+",61.44
1999,"leisure","female","14-17",52.123
1999,"leisure","female","18-24",39.146
1999,"leisure","female","25-54",30.85
1999,"leisure","female","55-64",41.824
1999,"leisure","female","65+",59.036
1999,"leisure","male","14-17",54.448
1999,"leisure","male","18-24",43.191
1999,"leisure","male","25-54",32.954
1999,"leisure","male","55-64",42.823
1999,"leisure","male","65+",64.797
2000,"leisure","all","14+",39.9376755136236
2000,"leisure","all","14-17",52.95
2000,"leisure","all","18-24",41.5
