"date","GPR","GPRT","GPRA","GPRH","GPRHT","GPRHA","SHARE_GPR","N10","SHARE_GPRH","N3H","SHAREH_CAT_1","SHAREH_CAT_2","SHAREH_CAT_3","SHAREH_CAT_4","SHAREH_CAT_5","SHAREH_CAT_6","SHAREH_CAT_7","SHAREH_CAT_8","GPRC_ARG","GPRC_AUS","GPRC_BEL","GPRC_BRA","GPRC_CAN","GPRC_CHE","GPRC_CHL","GPRC_CHN","GPRC_COL","GPRC_DEU","GPRC_DNK","GPRC_EGY","GPRC_ESP","GPRC_FIN","GPRC_FRA","GPRC_GBR","GPRC_HKG","GPRC_HUN","GPRC_IDN","GPRC_IND","GPRC_ISR","GPRC_ITA","GPRC_JPN","GPRC_KOR","GPRC_MEX","GPRC_MYS","GPRC_NLD","GPRC_NOR","GPRC_PER","GPRC_PHL","GPRC_POL","GPRC_PRT","GPRC_RUS","GPRC_SAU","GPRC_SWE","GPRC_THA","GPRC_TUN","GPRC_TUR","GPRC_TWN","GPRC_UKR","GPRC_USA","GPRC_VEN","GPRC_VNM","GPRC_ZAF"
1973-10-01,,,,161.141372680664,156.226760864258,187.144149780273,,,5.81305503845215,10356,0.869061410427094,0.144843563437462,1.74777901172638,0.415218234062195,0.173812285065651,2.73271536827087,0.83043646812439,0.434530705213547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-11-01,,,,109.237159729004,146.040924072266,83.6243743896484,,,3.94064927101135,10379,0.606994867324829,0.173427119851112,1.88842856884003,0.260140657424927,0.0289045181125402,1.15618073940277,0.375758737325668,0.211966469883919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-12-01,,,,85.2023162841797,114.172058105469,60.3399391174316,,,3.07361006736755,10216,0.440485507249832,0.0685199722647667,1.35082221031189,0.371965557336807,0.137039944529533,0.577525436878204,0.430696934461594,0.293657004833221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-01-01,,,,80.4914398193359,103.872978210449,59.5026359558105,,,2.90366888046265,10194,0.313910156488419,0.0686678439378738,1.36354720592499,0.245242297649384,0.0784775391221046,0.392387688159943,0.608200907707214,0.343339204788208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-02-01,,,,71.6072540283203,92.7495574951172,51.974494934082,,,2.58317828178406,9678,0.18598884344101,0.0103327138349414,1.22959291934967,0.227319687604904,0.144657984375954,0.289315968751907,0.578631937503815,0.258317828178406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-03-01,,,,76.0633850097656,103.337989807129,50.2983360290527,,,2.74392986297607,11079,0.297860831022263,0.0631825998425484,1.39001715183258,0.288834720849991,0.0451304279267788,0.424226015806198,0.37006950378418,0.234678223729134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-04-01,,,,68.7242126464844,74.090576171875,59.1736373901367,,,2.47917485237122,10084,0.376834601163864,0.039666797965765,0.595001995563507,0.406584680080414,0.138833791017532,0.327251076698303,0.426418095827103,0.476001590490341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-05-01,,,,65.3195190429688,62.3530883789062,64.3583984375,,,2.35635304450989,11034,0.308138489723206,0.00906289648264647,0.416893243789673,0.416893243789673,0.0906289666891098,0.371578752994537,0.344390064477921,0.643465638160706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-06-01,,,,69.4639205932617,84.3028182983398,56.8980712890625,,,2.50585913658142,11094,0.279430329799652,0.0270416438579559,0.4957634806633,0.856318712234497,0.171263739466667,0.243374794721603,0.225347027182579,0.703082740306854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-07-01,,,,84.6204986572266,114.595100402832,55.9144401550293,,,3.05262136459351,10319,0.658978581428528,0.0872177556157112,0.843104958534241,0.649287700653076,0.125981196761131,0.416707038879395,0.329489290714264,0.436088770627975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
