"date","SENT","SENT_ORTH","pdnd","ripo","nipo","cefd","s","indpro","consdur","consnon","consserv","recess","employ","cpi"
2015-06-01,-0.00131558463908732,0.10236532241106,-10.1118316650391,29.3,30,8.493332862854,0.112893089652061,100.478103637695,1317.80004882812,2656.69995117188,8333.400390625,0,141695,237.656997680664
2015-07-01,-0.181726366281509,-0.0585539154708385,-10.1828460693359,24.6,23,10.6683330535889,0.10735709220171,101.105201721191,1324.69995117188,2676.5,8363.7001953125,0,141989,238.033996582031
2015-08-01,-0.19252336025238,-0.08554457873106,-10.5211029052734,19.4,10,11.2833337783813,0.110606983304024,100.944198608398,1330.90002441406,2672.5,8392.7998046875,0,142130,238.033004760742
2015-09-01,-0.293098747730255,-0.185225993394852,-8.43436431884766,38,7,12.2594442367554,0.106904394924641,100.650703430176,1325.09997558594,2651.10009765625,8410.2001953125,0,142265,237.498001098633
2015-10-01,-0.341620177030563,-0.182083055377007,-8.92604064941406,3.6,20,12.1666669845581,0.104332849383354,100.187103271484,1317.5,2637.19995117188,8440.2001953125,0,142584,237.733001708984
2015-11-01,-0.419872164726257,-0.201897352933884,-10.4571094512939,13.3,14,12.3022222518921,0.103830955922604,99.4382019042969,1332.09997558594,2649.39990234375,8441.7001953125,0,142810,238.016998291016
2015-12-01,-0.390093773603439,-0.173408761620522,-9.80466556549072,32.3,2,11.4499998092651,0.103254176676273,98.9390029907227,1332.80004882812,2644.60009765625,8474.599609375,0,143083,237.761001586914
2016-01-01,-0.468541771173477,-0.297610431909561,-6.73049211502075,,0,13.7494440078735,0.103340081870556,99.4558029174805,1329.69995117188,2630.19995117188,8518,0,143196,237.651992797852
2016-02-01,-0.445440798997879,-0.29950425028801,-5.51442718505859,-4.3,5,13.4877777099609,0.0944772735238075,98.9135971069336,1353.09997558594,2631,8570.5,0,143411,237.335998535156
2016-03-01,-0.400157928466797,-0.2421785145998,-5.60827827453613,-2.5,4,12.6350002288818,0.0883068591356277,98.1906967163086,1333.19995117188,2637.39990234375,8566.400390625,0,143666,238.080001831055
2016-04-01,-0.403010815382004,-0.267532676458359,-1.07558417320251,7,8,11.1044445037842,0.0882614254951477,98.4669036865234,1339.19995117188,2660,8612.2998046875,0,143856,238.992004394531
2016-05-01,-0.371620446443558,-0.276859432458878,-3.12572050094604,8.9,19,10.9555559158325,0.0869211107492447,98.2518005371094,1340.19995117188,2672.30004882812,8640.2001953125,0,143901,239.557006835938
2016-06-01,-0.311232715845108,-0.237231001257896,-1.44706189632416,32,9,11.1255559921265,0.0796979367733002,98.7275009155273,1358.19995117188,2701.5,8671.5,0,144152,240.22200012207
2016-07-01,-0.231187641620636,-0.153481960296631,-3.94036912918091,11.5,11,9.75944423675537,0.0805943459272385,98.8359985351562,1365.59997558594,2676.39990234375,8714.7001953125,0,144515,240.100997924805
2016-08-01,-0.230324327945709,-0.135446891188622,-4.61478137969971,3,8,10.0727777481079,0.0804323330521584,98.7554016113281,1363.40002441406,2682.19995117188,8742.5,0,144664,240.544998168945
2016-09-01,-0.339509308338165,-0.249675363302231,-6.24996948242188,46,17,11.6044445037842,0.0847940370440483,98.6595993041992,1369.90002441406,2694.80004882812,8781.900390625,0,144961,241.175994873047
2016-10-01,-0.326469957828522,-0.23909604549408,-6.74539947509766,9.5,21,11.9916667938232,0.0848899930715561,98.7322006225586,1375.5,2701.5,8790.099609375,0,145069,241.740997314453
2016-11-01,-0.275163769721985,-0.254524111747742,-6.29337406158447,-0.1,3,11.539999961853,0.0873604640364647,98.3451995849609,1357.69995117188,2700.69995117188,8834.7001953125,0,145188,242.026000976562
