year,month,pc1_mpd,STOXX50_mpd,MP_pm_mpd,CBI_pm_mpd,MP_median_mpd,CBI_median_mpd
2018,11,0,0,0,0,0,0
2018,12,-0.00059572,0.120556037672337,-0.00059572,-0,-0.00410711,0.00351139
2019,1,-0.00380213,-0.61087131377473,-0,-0.00380213,0.01740084,-0.02120297
2019,2,0,0,0,0,0,0
2019,3,-0.00566994,-0.361680374541073,-0,-0.00566994,0.00859316,-0.0142631
2019,4,-0.00289121,0.0399349047151887,-0.00289121,-0,-0.00270744,-0.00018377
2019,5,0,0,0,0,0,0
2019,6,0.02315282,-0.590257025325513,0.02315282,0,0.03022695,-0.00707413
2019,7,0.03656744,-0.73933,0.03656744,0,0.04164457,-0.00507713
2019,8,0,0,0,0,0,0
2019,9,0.06622554,0.042317,0,0.06622554,0.03177567,0.03444987
2019,10,0.00098251,-0.22371,0.00098251,0,0.00755989,-0.00657738
2019,11,0,0,0,0,0,0
2019,12,0.00068847,0.3329,0,0.00068847,-0.01017452,0.01086299
2020,1,0.00556573,-0.470577457078569,0.00556573,0,0.01765186,-0.01208613
2020,2,0,0,0,0,0,0
2020,3,0.12343174,-3.98467470715058,0.12343174,0,0.18762094,-0.0641892
2020,4,0.01599427,-1.1385433664616,0.01599427,0,0.04397206,-0.02797779
2020,5,0,0,0,0,0,0
2020,6,0.00291419,0.0227421999305477,0,0.00291419,0.0007385,0.00217569
2020,7,-0.00383441,0.268275073196023,-0.00383441,-0,-0.01039398,0.00655957
2020,8,0,0,0,0,0,0
2020,9,0.00936494,0.505103406069196,0,0.00936494,-0.01127745,0.02064239
2020,10,-0.00609327,1.29373772749455,-0.00609327,-0,-0.04392529,0.03783202
2020,11,0,0,0,0,0,0
2020,12,0.01472434,-0.693229281993979,0.01472434,0,0.02926636,-0.01454202
2021,1,0.00253541,-0.342275252965329,0.00253541,0,0.01208269,-0.00954728
2021,2,0,0,0,0,0,0
2021,3,0.01239025,0.107737627767968,0,0.01239025,0.0027909,0.00959935
2021,4,-0.00153379,-0.083392067188548,-0,-0.00153379,0.00186807,-0.00340186
2021,5,0,0,0,0,0,0
2021,6,-0.00092322,0.474655205577434,-0.00092322,-0,-0.01545945,0.01453623
2021,7,-0.00037465,-0.234586766037204,-0,-0.00037465,0.00722499,-0.00759964
2021,8,0,0,0,0,0,0
2021,9,0.00158657,0.465143772255594,0,0.00158657,-0.01390402,0.01549059
2021,10,0.00051765,-0.201671054876584,0.00051765,0,0.00663109,-0.00611344
2021,11,0,0,0,0,0,0
2021,12,-0.0030975,-0.686763891686226,-0,-0.0030975,0.02015115,-0.02324865
2022,1,0,0,0,0,0,0
2022,2,0.01653362,-0.967914358713351,0.01653362,0,0.03885032,-0.0223167
2022,3,0.01440428,-0.13615918320653,0.01440428,0,0.01150441,0.00289987
2022,4,-0.03895759,0.236830009781208,-0.03895759,-0,-0.02696199,-0.0119956
2022,5,0,0,0,0,0,0
2022,6,-0.00971133,-1.41096293636256,-0,-0.00971133,0.03972699,-0.04943832
2022,7,0.12701701,0.119942578418808,0,0.12701701,0.05971864,0.06729837
2022,8,0,0,0,0,0,0
2022,9,0.11525955,-0.22380435893723,0.11525955,0,0.06470139,0.05055816
2022,10,-0.05560581,0.642207387971006,-0.05560581,-0,-0.04809494,-0.00751087
2022,11,0,0,0,0,0,0
2022,12,0.03576375,-2.17950296080822,0.03576375,0,0.08674834,-0.05098459
2023,1,0,0,0,0,0,0
2023,2,-0.0208358,0.557844918201233,-0.0208358,-0,-0.02804431,0.00720851
2023,3,0.1977682,1.14873149172947,0,0.1977682,0.06258725,0.13518095
2023,4,0,0,0,0,0,0
2023,5,-0.07549749,0.506972788081228,-0.07549749,-0,-0.05376773,-0.02172976
2023,6,0.01504849,0.141153566107022,0,0.01504849,0.00306417,0.01198432
